panel_observation_id,year,period,period_order,year_period_key,category,normalized_indicator,panel_entity,unit_mode,value_mean,value_median,value_sum,value_min,value_max,value_std,value_count,n_source_files,n_source_sheets,n_value_columns,n_raw_labels,value_winsorized,value_lag_1,value_lag_2,value_lag_4,value_change_lag_1,value_change_lag_2,value_change_lag_4,value_pct_change_lag_1,value_pct_change_lag_2,value_pct_change_lag_4,value_rolling_mean_2,value_rolling_std_2,value_rolling_mean_4,value_rolling_std_4,value_robust_z_by_entity,value_abs_robust_z_by_entity,value_minmax_by_entity,value_robust_z_by_period,is_core_indicator,is_revenue_related,is_expenditure_related,is_debt_related,is_surplus_deficit_related
2023__q4__expenditure_total_expenditure_subsidies,2023,Q4,4,2023__q4,Expenditure,total_expenditure,expenditure_total_expenditure_subsidies,unspecified,12154.309083164999,12154.309083164999,24308.618166329998,3403.815917549997,20904.80224878,12375.066112265813,2,2,1,2,1,12154.309083164999,3724.0,6781.342059687656,5357.8212921523655,8430.309083164999,5372.967023477343,6796.487791012633,2.263777949292427,0.7923161781526205,1.268517074462243,7939.1545415824985,5961.128720204515,7180.412785713163,3563.544037736575,1.2325745344060886,1.2325745344060886,0.4906819228283493,-0.5669479948654178,1,0,1,0,0
2023__end_year_annual__expenditure_total_expenditure_subsidies,2023,End-Year/Annual,5,2023__end_year_annual,Expenditure,total_expenditure,expenditure_total_expenditure_subsidies,unspecified,20904.80224878,20904.80224878,20904.80224878,20904.80224878,20904.80224878,,1,1,1,1,1,20904.80224878,12154.309083164999,3724.0,6062.0,8750.493165615002,17180.80224878,14842.80224878,0.719949863520861,4.613534438447906,2.4484992162289676,16529.555665972497,6187.533056132904,10891.113347908164,7530.5458556526055,3.563582649514254,3.563582649514254,1.0,-0.4734452288180644,1,0,1,0,0
2024__q1__expenditure_total_expenditure_subsidies,2024,Q1,1,2024__q1,Expenditure,total_expenditure,expenditure_total_expenditure_subsidies,unspecified,9940.08158938,8329.37741603,29820.24476814,7714.189028170001,13776.67832394,3336.7978760882083,3,2,1,2,1,9940.08158938,20904.80224878,12154.309083164999,6781.342059687656,-10964.7206594,-2214.227493784998,3158.739529692345,-0.5245072653122035,-0.1821763358685634,0.46579858409882874,15422.44191908,7753.2283320779725,11680.798230331251,7109.786568817126,0.6427355208759645,0.6427355208759645,0.36180391924488864,-0.1598093142385133,1,0,1,0,0
2024__q2__expenditure_total_expenditure_subsidies,2024,Q2,2,2024__q2,Expenditure,total_expenditure,expenditure_total_expenditure_subsidies,unspecified,11118.420137622534,12977.37233398,55592.10068811267,0.5465810588743185,21306.74975001,10703.632928761243,5,2,1,3,1,11118.420137622534,9940.08158938,20904.80224878,3724.0,1178.3385482425329,-9786.382111157467,7394.420137622534,0.1185441525451332,-0.46814038203727076,1.9856122818535267,10529.250863501265,833.2111779958335,13529.403264736884,4999.448766628642,0.9566283114093393,0.9566283114093393,0.4303885249681869,-0.5102797990835307,1,0,1,0,0
2024__q3__expenditure_total_expenditure_subsidies,2024,Q3,3,2024__q3,Expenditure,total_expenditure,expenditure_total_expenditure_subsidies,unspecified,7437.647705679999,7437.647705679999,7437.647705679999,7437.647705679999,7437.647705679999,,1,1,1,1,1,7437.647705679999,11118.420137622534,9940.08158938,12154.309083164999,-3680.772431942535,-2502.4338837000023,-4716.661377485,-0.33105174893396316,-0.25175184541479084,-0.38806495253753864,9278.033921651264,2602.6991466310783,12350.237920365633,5905.938876985801,-0.023877615095370164,0.023877615095370164,0.21615100691492464,-0.5970958725494333,1,0,1,0,0
2024__q4__expenditure_total_expenditure_subsidies,2024,Q4,4,2024__q4,Expenditure,total_expenditure,expenditure_total_expenditure_subsidies,unspecified,19639.260856805002,19639.260856805002,39278.521713610004,5267.062128960002,34011.45958465,20325.35836203974,2,1,1,2,1,19639.260856805002,7437.647705679999,11118.420137622534,20904.80224878,12201.613151125002,8520.840719182468,-1265.541391974999,1.640520448663742,0.7663715360377172,-0.06053830966274056,13538.454281242499,8627.84340057545,12033.852572371885,5297.459385445569,3.2264602497972916,3.2264602497972916,0.9263397963814604,-0.507635978958243,1,0,1,0,0
2022__q1__expenditure_total_expenditure_unknown,2022,Q1,1,2022__q1,Expenditure,total_expenditure,expenditure_total_expenditure_unknown,unspecified,81627.77841382734,12275.85991414,3836505.585449885,-0.8764031384599635,955000.0,179151.21596211492,47,4,1,7,13,81627.77841382734,,,,,,,,,,81627.77841382734,,81627.77841382734,,-1.5817318359654677,1.5817318359654677,0.0,3.8266788728684884,1,0,1,0,0
2022__q2__expenditure_total_expenditure_unknown,2022,Q2,2,2022__q2,Expenditure,total_expenditure,expenditure_total_expenditure_unknown,unspecified,122353.06799279788,29319.3,3792945.107776734,0.8383782291314221,1038933.0,226328.3280555836,31,2,1,1,13,122353.06799279788,81627.77841382734,,,40725.289578970536,,,0.49891458974304115,,,101990.42320331262,28797.1284270759,101990.42320331262,28797.1284270759,-0.41628791169438284,0.41628791169438284,0.23648652377829615,3.3965927364778334,1,0,1,0,0
2022__q3__expenditure_total_expenditure_unknown,2022,Q3,3,2022__q3,Expenditure,total_expenditure,expenditure_total_expenditure_unknown,unspecified,126595.22909275818,22287.76483306,8861666.036493072,-0.444546660130408,1038933.0,237440.91721038704,70,2,1,2,13,126595.22909275818,122353.06799279788,81627.77841382734,,4242.1610999603,44967.450678930836,,0.03467147305378569,0.5508841665512432,,124474.14854277803,2999.660880667557,110192.02516646113,24828.13176838959,-0.2948891216344387,0.2948891216344387,0.2611202082089934,1.9502169274070726,1,0,1,0,0
2022__q4__expenditure_total_expenditure_unknown,2022,Q4,4,2022__q4,Expenditure,total_expenditure,expenditure_total_expenditure_unknown,unspecified,143707.87095072362,2019.0,5748314.838028945,-0.34,1164309.0,316611.5311026516,40,1,1,2,12,143707.87095072362,126595.22909275818,122353.06799279788,,17112.641857965442,21354.80295792574,,0.1351760408397915,0.17453426635107147,,135151.5500217409,12100.46510178407,118570.98661252676,26301.813582545226,0.19482684325562658,0.19482684325562658,0.36049112066882594,0.8129528498408747,1,0,1,0,0
2022__end_year_annual__expenditure_total_expenditure_unknown,2022,End-Year/Annual,5,2022__end_year_annual,Expenditure,total_expenditure,expenditure_total_expenditure_unknown,unspecified,253837.54719181533,272588.39636474877,1523025.283150892,0.1,512924.91429123,220019.5986034861,6,1,1,3,1,253837.54719181533,143707.87095072362,126595.22909275818,81627.77841382734,110129.67624109171,127242.31809905716,172209.76877798798,0.7663440806165334,1.0051114801950778,2.109695646804673,198772.7090712695,77873.44087995494,161623.42880702374,62165.22837430571,3.3464302666821975,3.3464302666821975,1.0,6.530353347318943,1,0,1,0,0
2023__q1__expenditure_total_expenditure_unknown,2023,Q1,1,2023__q1,Expenditure,total_expenditure,expenditure_total_expenditure_unknown,unspecified,93025.81042827293,11299.234643365,4279187.279700555,0.0710518323815646,1113999.9999999618,209106.7873445844,46,4,1,6,13,93025.81042827293,253837.54719181533,143707.87095072362,122353.06799279788,-160811.7367635424,-50682.06052245069,-29327.257564524945,-0.6335222607631924,-0.3526742146213355,-0.23969368358013915,173431.67881004413,113711.06955988685,154291.61441589252,69622.78567677396,-1.2555520273695255,1.2555520273695255,0.06618690737074201,4.464071815150262,1,0,1,0,0
2023__q2__expenditure_total_expenditure_unknown,2023,Q2,2,2023__q2,Expenditure,total_expenditure,expenditure_total_expenditure_unknown,unspecified,162993.5262793178,43481.0,6030760.472334758,0.0944867162075304,1164308.8432161128,255445.01796439503,37,3,1,4,13,162993.5262793178,93025.81042827293,253837.54719181533,126595.22909275818,69967.71585104486,-90844.02091249754,36398.29718655962,0.752132290263605,-0.3578825194203842,0.28751713194412765,128009.66835379536,49474.64634240727,163391.18871253243,67130.2747319792,0.7467283781658302,0.7467283781658302,0.4724804431413342,3.70019567981671,1,0,1,0,0
2023__q3__expenditure_total_expenditure_unknown,2023,Q3,3,2023__q3,Expenditure,total_expenditure,expenditure_total_expenditure_unknown,unspecified,130091.80681566952,13981.170064415,12748997.067935614,-0.51,1164308.8432161123,266333.8984340945,98,3,1,2,13,130091.80681566952,162993.5262793178,93025.81042827293,143707.87095072362,-32901.719463648275,37065.99638739659,-13616.064135054097,-0.20185905670428558,0.39844851892987415,-0.09474821417208906,146542.66654749366,23265.02894544303,159987.1726787689,68785.87038227478,-0.19482684325562738,0.19482684325562738,0.28142438576943785,1.4821246753923734,1,0,1,0,0
2023__q4__expenditure_total_expenditure_unknown,2023,Q4,4,2023__q4,Expenditure,total_expenditure,expenditure_total_expenditure_unknown,unspecified,182241.19271382774,3403.815917549997,7471888.901266937,-0.6746294998329101,1293236.091841193,377042.0307398002,41,2,1,2,12,182241.19271382774,130091.80681566952,162993.5262793178,253837.54719181533,52149.385898158216,19247.66643450994,-71596.3544779876,0.40086602818923134,0.11808853316987396,-0.28205580801600233,156166.49976474862,36875.18440330175,142088.084059272,39159.19223966294,1.297542777140158,1.297542777140158,0.5842491689871017,1.2386612537920476,1,0,1,0,0
2023__end_year_annual__expenditure_total_expenditure_unknown,2023,End-Year/Annual,5,2023__end_year_annual,Expenditure,total_expenditure,expenditure_total_expenditure_unknown,unspecified,120361.992293979,0.1430940053691554,2407239.84587958,-0.6746294998329101,1293236.091841193,371605.01140084694,20,1,1,1,11,120361.992293979,182241.19271382774,130091.80681566952,93025.81042827293,-61879.20041984874,-9729.814521690525,27336.181865706065,-0.33954562905554114,-0.07479190857481866,0.29385588515548045,151301.59250390338,43755.20223127646,148922.12952569852,28742.689913499737,-0.47326693136353964,0.47326693136353964,0.22492460302927195,0.4831090908253608,1,0,1,0,0
2024__q1__expenditure_total_expenditure_unknown,2024,Q1,1,2024__q1,Expenditure,total_expenditure,expenditure_total_expenditure_unknown,unspecified,195696.77613708473,47603.4713438,2739754.8659191863,0.063007951483907,898257.1652199326,270387.3324168969,14,3,1,2,11,195696.77613708473,120361.992293979,182241.19271382774,162993.5262793178,75334.78384310573,13455.58342325699,32703.249857766932,0.6259017685508541,0.07383392976573751,0.2006414033998149,158029.38421553187,53269.73651468279,157097.94199014024,37420.646669978916,1.68260395436639,1.68260395436639,0.6623840130133071,9.459057751211759,1,0,1,0,0
2024__q2__expenditure_total_expenditure_unknown,2024,Q2,2,2024__q2,Expenditure,total_expenditure,expenditure_total_expenditure_unknown,unspecified,129132.12980984982,19030.41106967,8910116.956879638,0.0710518323815646,1293236.0918411925,257254.5420778005,69,3,1,7,13,129132.12980984982,195696.77613708473,120361.992293979,130091.80681566952,-66564.6463272349,8770.137515870825,-959.6770058196998,-0.34014176237939997,0.07286467554018332,-0.007376921185970545,162414.45297346727,47068.312805272,156858.0227386853,37653.85974217797,-0.2222901160096847,0.2222901160096847,0.27585166470587896,1.6206449340784959,1,0,1,0,0
2024__q3__expenditure_total_expenditure_unknown,2024,Q3,3,2024__q3,Expenditure,total_expenditure,expenditure_total_expenditure_unknown,unspecified,157945.627267853,28728.530847495,11056193.90874971,-0.3993284301598822,1293236.091841193,297420.469549711,70,2,1,2,13,157945.627267853,129132.12980984982,195696.77613708473,182241.19271382774,28813.497458003185,-37751.14886923172,-24295.56544597473,0.22313189986436183,-0.19290634017796598,-0.13331544358429387,143538.8785388514,20374.21944225535,150784.13137719163,33974.24711449746,0.6022716218341698,0.6022716218341698,0.44316794218807803,1.554861451924157,1,0,1,0,0
2024__q4__expenditure_total_expenditure_unknown,2024,Q4,4,2024__q4,Expenditure,total_expenditure,expenditure_total_expenditure_unknown,unspecified,164511.4796864417,2994.347135705,6580459.187457668,-0.4323120351071656,1374720.24877316,370746.32550348906,40,1,1,2,12,164511.4796864417,157945.627267853,129132.12980984982,120361.992293979,6565.852418588678,35379.34987659186,44149.48739246269,0.04157033361521265,0.27397790099713226,0.36680588739865205,161228.5534771473,4642.758769454142,161821.5032253073,27315.365864543768,0.7901679606451316,0.7901679606451316,0.4812950035341353,0.7232731510573162,1,0,1,0,0
2022__q1__expenditure_total_expenditure_unlabeled_row,2022,Q1,1,2022__q1,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,unspecified,1156.0,2021.0,8092.0,1.0,2022.0,1079.7802245518915,7,2,1,5,1,1156.0,,,,,,,,,,1156.0,,1156.0,,-0.7224662193276765,0.7224662193276765,0.14158415841584157,-0.610754999484899,1,0,1,0,0
2022__q2__expenditure_total_expenditure_unlabeled_row,2022,Q2,2,2022__q2,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,unspecified,1349.0,2021.0,4047.0,4.0,2022.0,1164.8042754042415,3,2,1,1,1,1349.0,1156.0,,,193.0,,,0.16695501730103807,,,1252.5,136.47160876900367,1252.5,136.47160876900367,-0.003106045654891691,0.003106045654891691,0.3326732673267327,-0.6297130136648414,1,0,1,0,0
2022__q3__expenditure_total_expenditure_unlabeled_row,2022,Q3,3,2022__q3,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,unspecified,1517.0,2021.5,6068.0,3.0,2022.0,1009.3334434169909,4,2,1,2,1,1517.0,1349.0,1156.0,,168.0,361.0,,0.1245366938472943,0.31228373702422146,,1433.0,118.79393923933998,1340.6666666666667,180.64421754745797,0.6230727583711594,0.6230727583711594,0.499009900990099,-0.679804062902214,1,0,1,0,0
2022__q4__expenditure_total_expenditure_unlabeled_row,2022,Q4,4,2022__q4,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,unspecified,1013.0,1013.0,2026.0,4.0,2022.0,1426.9414844344528,2,1,1,1,1,1013.0,1517.0,1349.0,,-504.0,-336.0,,-0.33223467369808835,-0.2490733876945886,,1265.0,356.38181771801993,1258.75,220.44557151369588,-1.2554636537069939,1.2554636537069939,0.0,-0.725822153639375,1,0,1,0,0
2022__end_year_annual__expenditure_total_expenditure_unlabeled_row,2022,End-Year/Annual,5,2022__end_year_annual,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,unspecified,2021.5,2021.5,4043.0,2021.0,2022.0,0.7071067811865476,2,1,1,2,1,2021.5,1013.0,1517.0,1156.0,1008.5,504.5,865.5,0.9955577492596249,0.3325642715886618,0.7487024221453287,1517.25,713.1171888266332,1475.125,420.2166851756365,2.5034727978422473,2.5034727978422473,0.9985148514851485,-0.61712231414252,1,0,1,0,0
2023__q1__expenditure_total_expenditure_unlabeled_row,2023,Q1,1,2023__q1,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,unspecified,1156.5714285714287,2022.0,8096.0,1.0,2023.0,1080.3147469052492,7,3,1,5,1,1156.5714285714287,2021.5,1013.0,1349.0,-864.9285714285713,143.57142857142867,-192.42857142857133,-0.4278647397618458,0.1417289521929207,-0.14264534575876303,1589.0357142857142,611.5968580991358,1427.017857142857,449.46555706727503,-0.7203363594500366,0.7203363594500366,0.14214992927864226,-0.6106131570076712,1,0,1,0,0
2023__q2__expenditure_total_expenditure_unlabeled_row,2023,Q2,2,2023__q2,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,unspecified,1349.6666666666667,2022.0,4049.0,4.0,2023.0,1165.3816256202658,3,2,1,1,1,1349.6666666666667,1156.5714285714287,2021.5,1517.0,193.09523809523807,-671.8333333333333,-167.33333333333326,0.16695487483530957,-0.3323439689999175,-0.11030542737859807,1253.1190476190477,136.53895227197282,1385.1845238095239,446.073301335553,-0.0006212091309785078,0.0006212091309785078,0.3333333333333334,-0.6518393014453308,1,0,1,0,0
2023__q3__expenditure_total_expenditure_unlabeled_row,2023,Q3,3,2023__q3,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,unspecified,1517.75,2022.5,6071.0,3.0,2023.0,1009.8334433624851,4,2,1,2,1,1517.75,1349.6666666666667,1156.5714285714287,1013.0,168.08333333333326,361.17857142857133,504.75,0.12453692269696215,0.31228384387351765,0.49827245804540965,1433.7083333333335,118.8528648044376,1511.3720238095239,370.7215107428948,0.6258681994605614,0.6258681994605614,0.49975247524752475,-0.6830039703434428,1,0,1,0,0
2023__q4__expenditure_total_expenditure_unlabeled_row,2023,Q4,4,2023__q4,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,unspecified,1013.5,1013.5,2027.0,4.0,2023.0,1427.6485912156395,2,1,1,1,1,1013.5,1517.75,1349.6666666666667,2021.5,-504.25,-336.16666666666674,-1008.0,-0.33223521660352495,-0.24907384539392446,-0.4986396240415533,1265.625,356.5585944133162,1259.3720238095239,220.55484244852676,-1.2536000263140592,1.2536000263140592,0.0004950495049504951,-0.6852166554975383,1,0,1,0,0
2023__end_year_annual__expenditure_total_expenditure_unlabeled_row,2023,End-Year/Annual,5,2023__end_year_annual,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,unspecified,2023.0,2023.0,2023.0,2023.0,2023.0,,1,1,1,1,1,2023.0,1013.5,1517.75,1156.5714285714287,1009.5,505.25,866.4285714285713,0.9960532807104094,0.33289408664140996,0.749135375494071,1518.25,713.8242956078195,1475.9791666666667,420.64174062773816,2.5090636800210513,2.5090636800210513,1.0,-0.6550456691232378,1,0,1,0,0
2024__q1__expenditure_total_expenditure_unlabeled_row,2024,Q1,1,2024__q1,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,unspecified,1350.0,2023.0,4050.0,3.0,2024.0,1166.5363260524723,3,2,1,2,1,1350.0,2023.0,1013.5,1349.6666666666667,-673.0,336.5,0.33333333333325754,-0.33267424616905583,0.3320177602368032,0.00024697456162009696,1686.5,475.88286373854623,1476.0625,420.60840730026626,0.0006212091309776603,0.0006212091309776603,0.3336633663366337,-0.6046215622751426,1,0,1,0,0
2024__q2__expenditure_total_expenditure_unlabeled_row,2024,Q2,2,2024__q2,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,unspecified,1445.7142857142858,2023.0,10120.0,1.0,2024.0,985.9035981077992,7,3,1,4,1,1445.7142857142858,1350.0,2023.0,1517.75,95.71428571428578,-577.2857142857142,-72.03571428571422,0.07089947089947095,-0.2853612033048513,-0.04746217380050352,1397.857142857143,67.68022048499644,1458.0535714285716,419.7698485662187,0.35737273863561586,0.35737273863561586,0.4284299858557285,-0.6849358470433808,1,0,1,0,0
2024__q3__expenditure_total_expenditure_unlabeled_row,2024,Q3,3,2024__q3,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,unspecified,1518.5,2023.5,6074.0,3.0,2024.0,1010.3334433080332,4,2,1,2,1,1518.5,1445.7142857142858,1350.0,1013.5,72.78571428571422,168.5,505.0,0.050345849802371494,0.12481481481481481,0.49827331031080413,1482.107142857143,51.46727214493283,1584.3035714285716,300.493937905055,0.6286636405499634,0.6286636405499634,0.5004950495049505,-0.6817276196297753,1,0,1,0,0
