panel_observation_id,year,period,period_order,year_period_key,category,normalized_indicator,panel_entity,unit_mode,value_mean,value_median,value_sum,value_min,value_max,value_std,value_count,n_source_files,n_source_sheets,n_value_columns,n_raw_labels,value_winsorized,value_lag_1,value_lag_2,value_lag_4,value_change_lag_1,value_change_lag_2,value_change_lag_4,value_pct_change_lag_1,value_pct_change_lag_2,value_pct_change_lag_4,value_rolling_mean_2,value_rolling_std_2,value_rolling_mean_4,value_rolling_std_4,value_robust_z_by_entity,value_abs_robust_z_by_entity,value_minmax_by_entity,value_robust_z_by_period,is_core_indicator,is_revenue_related,is_expenditure_related,is_debt_related,is_surplus_deficit_related
2024__q2__expenditure_total_expenditure_public_administration,2024,Q2,2,2024__q2,Expenditure,total_expenditure,expenditure_total_expenditure_public_administration,unspecified,16126.057553262139,5941.71576690399,96756.34531957284,0.3216130624261084,47925.513326545,21179.22519754679,6,3,1,5,1,16126.057553262139,15831.889683800666,36946.55325332142,26389.514616471257,294.16786946147295,-20820.495700059284,-10263.457063209118,0.018580717484563337,-0.5635301230213555,-0.3889217824720083,15978.973618531403,208.0080953030568,27835.13344507936,13873.050208161267,-0.4086103092813158,0.4086103092813158,0.14709862416583622,-0.4198589619339192,1,0,1,0,0
2024__q3__expenditure_total_expenditure_public_administration,2024,Q3,3,2024__q3,Expenditure,total_expenditure,expenditure_total_expenditure_public_administration,unspecified,27545.579303883453,39982.61563234998,82636.73791165036,1.2635827175796754,42652.8586965828,23891.41155134979,3,2,1,2,1,27545.579303883453,16126.057553262139,15831.889683800666,42436.03328993321,11419.521750621314,11713.689620082787,-14890.45398604976,0.7081409521765758,0.7398794366327818,-0.3508917500444631,21835.8184285728,8074.821267771605,24112.51994856692,10146.439877744546,0.6745,0.6745,0.40497237272758246,-0.30959343707296094,1,0,1,0,0
2024__q4__expenditure_total_expenditure_public_administration,2024,Q4,4,2024__q4,Expenditure,total_expenditure,expenditure_total_expenditure_public_administration,unspecified,53895.41510436999,53895.41510436999,53895.41510436999,53895.41510436999,53895.41510436999,,1,1,1,1,1,53895.41510436999,27545.579303883453,16126.057553262139,36946.55325332142,26349.835800486537,37769.35755110785,16948.86185104857,0.9565903664538892,2.3421321315740617,0.4587400003145057,40720.49720412672,18632.147577676096,28349.735411329064,17882.423214435847,3.1737096365002384,3.1737096365002384,1.0,-0.21657801516647818,1,0,1,0,0
2022__q1__expenditure_total_expenditure_sector,2022,Q1,1,2022__q1,Expenditure,total_expenditure,expenditure_total_expenditure_sector,unspecified,2021.75,2022.0,8087.0,2021.0,2022.0,0.499999999999981,4,2,1,4,1,2021.75,,,,,,,,,,2021.75,,2021.75,,-0.843125,0.843125,0.25,-0.5630151775160853,1,0,1,0,0
2022__q2__expenditure_total_expenditure_sector,2022,Q2,2,2022__q2,Expenditure,total_expenditure,expenditure_total_expenditure_sector,unspecified,2021.0,2021.0,2021.0,2021.0,2021.0,,1,1,1,1,1,2021.0,2021.75,,,-0.75,,,-0.0003709657474959812,,,2021.375,0.5303300858899106,2021.375,0.5303300858899106,-1.349,1.349,0.0,-0.6073527946327265,1,0,1,0,0
2022__q3__expenditure_total_expenditure_sector,2022,Q3,3,2022__q3,Expenditure,total_expenditure,expenditure_total_expenditure_sector,unspecified,2022.0,2022.0,4044.0,2022.0,2022.0,0.0,2,1,1,2,1,2022.0,2021.0,2021.75,,1.0,0.25,,0.0004948045522018803,0.00012365524916532706,,2021.5,0.7071067811865476,2021.5833333333333,0.5204164998665559,-0.6745,0.6745,0.3333333333333333,-0.66918542359352,1,0,1,0,0
2022__q4__expenditure_total_expenditure_sector,2022,Q4,4,2022__q4,Expenditure,total_expenditure,expenditure_total_expenditure_sector,unspecified,2022.0,2022.0,2022.0,2022.0,2022.0,,1,1,1,1,1,2022.0,2022.0,2021.0,,0.0,1.0,,0.0,0.0004948045522018803,,2022.0,0.0,2021.6875,0.47324236215004784,-0.6745,0.6745,0.3333333333333333,-0.7149414263352539,1,0,1,0,0
2023__q1__expenditure_total_expenditure_sector,2023,Q1,1,2023__q1,Expenditure,total_expenditure,expenditure_total_expenditure_sector,unspecified,2022.6666666666667,2023.0,6068.0,2022.0,2023.0,0.5773502691896586,3,2,1,3,1,2022.6666666666667,2022.0,2022.0,2021.75,0.6666666666667425,0.6666666666667425,0.9166666666667425,0.00032970656116060456,0.00032970656116060456,0.0004534025802729034,2022.3333333333335,0.47140452079100487,2021.9166666666667,0.6871842709362951,-0.2248333333332822,0.2248333333332822,0.5555555555555808,-0.5627716756035014,1,0,1,0,0
2023__q2__expenditure_total_expenditure_sector,2023,Q2,2,2023__q2,Expenditure,total_expenditure,expenditure_total_expenditure_sector,unspecified,2022.0,2022.0,2022.0,2022.0,2022.0,,1,1,1,1,1,2022.0,2022.6666666666667,2022.0,2021.0,-0.6666666666667425,0.0,1.0,-0.00032959789057353776,0.0,0.0004948045522018803,2022.3333333333335,0.47140452079100487,2022.1666666666667,0.333333333333267,-0.6745,0.6745,0.3333333333333333,-0.6337376662038386,1,0,1,0,0
2023__q3__expenditure_total_expenditure_sector,2023,Q3,3,2023__q3,Expenditure,total_expenditure,expenditure_total_expenditure_sector,unspecified,2023.0,2023.0,4046.0,2023.0,2023.0,0.0,2,1,1,2,1,2023.0,2022.0,2022.6666666666667,2022.0,1.0,0.33333333333325754,1.0,0.0004945598417408506,0.0001647989452867127,0.0004945598417408506,2022.5,0.7071067811865207,2022.4166666666667,0.4999999999998863,0.0,0.0,0.6666666666666666,-0.6744957901136914,1,0,1,0,0
2023__q4__expenditure_total_expenditure_sector,2023,Q4,4,2023__q4,Expenditure,total_expenditure,expenditure_total_expenditure_sector,unspecified,2023.0,2023.0,2023.0,2023.0,2023.0,,1,1,1,1,1,2023.0,2023.0,2022.0,2022.0,0.0,1.0,1.0,0.0,0.0004945598417408506,0.0004945598417408506,2023.0,0.0,2022.6666666666667,0.4714045207908575,0.0,0.0,0.6666666666666666,-0.6745,1,0,1,0,0
2023__end_year_annual__expenditure_total_expenditure_sector,2023,End-Year/Annual,5,2023__end_year_annual,Expenditure,total_expenditure,expenditure_total_expenditure_sector,unspecified,2023.0,2023.0,2023.0,2023.0,2023.0,,1,1,1,1,1,2023.0,2023.0,2023.0,2022.6666666666667,0.0,0.0,0.33333333333325754,0.0,0.0,0.0001647989452867127,2023.0,0.0,2022.75,0.49999999999982947,0.0,0.0,0.6666666666666666,-0.6550456691232378,1,0,1,0,0
2024__q1__expenditure_total_expenditure_sector,2024,Q1,1,2024__q1,Expenditure,total_expenditure,expenditure_total_expenditure_sector,unspecified,2023.0,2023.0,2023.0,2023.0,2023.0,,1,1,1,1,1,2023.0,2023.0,2023.0,2022.0,0.0,0.0,1.0,0.0,0.0,0.0004945598417408506,2023.0,0.0,2023.0,0.0,0.0,0.0,0.6666666666666666,-0.5697722258848164,1,0,1,0,0
2024__q2__expenditure_total_expenditure_sector,2024,Q2,2,2024__q2,Expenditure,total_expenditure,expenditure_total_expenditure_sector,unspecified,2023.0,2023.0,6069.0,2023.0,2023.0,0.0,3,2,1,3,1,2023.0,2023.0,2023.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,0.0,2023.0,0.0,0.0,0.0,0.6666666666666666,-0.6745120377241994,1,0,1,0,0
2024__q3__expenditure_total_expenditure_sector,2024,Q3,3,2024__q3,Expenditure,total_expenditure,expenditure_total_expenditure_sector,unspecified,2024.0,2024.0,4048.0,2024.0,2024.0,0.0,2,1,1,2,1,2024.0,2023.0,2023.0,2023.0,1.0,1.0,1.0,0.0004943153732081067,0.0004943153732081067,0.0004943153732081067,2023.5,0.7071067811865207,2023.25,0.49999999999982947,0.6745,0.6745,1.0,-0.6745,1,0,1,0,0
2024__q4__expenditure_total_expenditure_sector,2024,Q4,4,2024__q4,Expenditure,total_expenditure,expenditure_total_expenditure_sector,unspecified,2024.0,2024.0,2024.0,2024.0,2024.0,,1,1,1,1,1,2024.0,2024.0,2023.0,2023.0,0.0,1.0,1.0,0.0,0.0004943153732081067,0.0004943153732081067,2024.0,0.0,2023.5,0.5773502691894945,0.6745,0.6745,1.0,-0.6573043252527453,1,0,1,0,0
2022__q1__expenditure_total_expenditure_security_and_regional_administration,2022,Q1,1,2022__q1,Expenditure,total_expenditure,expenditure_total_expenditure_security_and_regional_administration,unspecified,30578.496859241648,22954.01188550498,244627.97487393318,0.0560293605849102,101280.16541120624,37498.854112520836,8,4,1,7,1,30578.496859241648,,,,,,,,,,30578.496859241648,,30578.496859241648,,-1.0637475668586487,1.0637475668586487,0.0,1.0116819187226407,1,0,1,0,0
2022__q2__expenditure_total_expenditure_security_and_regional_administration,2022,Q2,2,2022__q2,Expenditure,total_expenditure,expenditure_total_expenditure_security_and_regional_administration,unspecified,53243.38076241639,53243.38076241639,106486.76152483278,0.761524832772401,106486.0,75296.4342220574,2,2,1,1,1,53243.38076241639,30578.496859241648,,,22664.88390317474,,,0.7412033366945832,,,41910.938810829015,16026.493102740687,41910.938810829015,16026.493102740687,-0.22924308560939347,0.22924308560939347,0.23541873088779056,1.0970276416678928,1,0,1,0,0
2022__q3__expenditure_total_expenditure_security_and_regional_administration,2022,Q3,3,2022__q3,Expenditure,total_expenditure,expenditure_total_expenditure_security_and_regional_administration,unspecified,59469.55214637873,77127.36102792996,178408.6564391362,1.13,101280.16541120624,52898.104071215384,3,2,1,2,1,59469.55214637873,53243.38076241639,30578.496859241648,,6226.171383962341,28891.055287137082,,0.11693794223445125,0.9448160718994081,,56356.46645439756,4402.568006429441,47763.80992267892,15205.016979335434,0.0,0.0,0.3000895834614929,0.5387647455347632,1,0,1,0,0
2022__q4__expenditure_total_expenditure_security_and_regional_administration,2022,Q4,4,2022__q4,Expenditure,total_expenditure,expenditure_total_expenditure_security_and_regional_administration,unspecified,114696.0,114696.0,114696.0,114696.0,114696.0,,1,1,1,1,1,114696.0,59469.55214637873,53243.38076241639,,55226.44785362127,61452.61923758361,,0.9286508113880956,1.1541832685606244,,87082.77607318936,39050.99577814087,64496.85744200919,35694.64775048558,2.0333974978301015,2.0333974978301015,0.873723241621071,0.5000982845314836,1,0,1,0,0
2023__q1__expenditure_total_expenditure_security_and_regional_administration,2023,Q1,1,2023__q1,Expenditure,total_expenditure,expenditure_total_expenditure_security_and_regional_administration,unspecified,33317.67938345597,23579.53729552996,233223.7556841918,-0.0027159881574888,105400.3400750296,41989.4140237502,7,4,1,6,1,33317.67938345597,114696.0,59469.55214637873,30578.496859241648,-81378.32061654402,-26151.872762922758,2739.182524214324,-0.7095131531748624,-0.4397523071731291,0.08957871725426128,74006.83969172799,57543.16234953132,65181.65307306277,34843.142862706016,-0.9628928657632546,0.9628928657632546,0.02845171747957747,1.1659063070006441,1,0,1,0,0
2023__q2__expenditure_total_expenditure_security_and_regional_administration,2023,Q2,2,2023__q2,Expenditure,total_expenditure,expenditure_total_expenditure_security_and_regional_administration,unspecified,57348.33075481465,57348.33075481465,114696.6615096293,0.7903103892881496,114695.87119924,81101.66946524593,2,2,1,1,1,57348.33075481465,33317.67938345597,114696.0,53243.38076241639,24030.651371358676,-57347.66924518535,4104.9499923982585,0.7212582573590403,-0.4999971162480414,0.0770978464105321,45333.00506913531,16992.23654101757,66207.89057116234,34432.347934373276,-0.07810182326740507,0.07810182326740507,0.27805658959894325,0.8558464566129264,1,0,1,0,0
2023__q3__expenditure_total_expenditure_security_and_regional_administration,2023,Q3,3,2023__q3,Expenditure,total_expenditure,expenditure_total_expenditure_security_and_regional_administration,unspecified,73525.18729573782,94349.6619354148,294100.7491829513,1.0852370921187269,105400.3400750296,50111.11457205597,4,3,1,2,1,73525.18729573782,57348.33075481465,33317.67938345597,59469.55214637873,16176.856540923174,40207.50791228185,14055.635149359092,0.282080687057575,1.2067919691984026,0.23635010929227218,65436.75902527623,11438.764958368798,69721.79935850212,34232.086116131904,0.5175182263916966,0.5175182263916966,0.44608458625170977,0.5295685272214554,1,0,1,0,0
2023__q4__expenditure_total_expenditure_security_and_regional_administration,2023,Q4,4,2023__q4,Expenditure,total_expenditure,expenditure_total_expenditure_security_and_regional_administration,unspecified,109892.3493231898,109892.3493231898,219784.6986463796,105400.3400750296,114384.35857135,6352.66040105353,2,2,1,2,1,109892.3493231898,73525.18729573782,57348.33075481465,114696.0,36367.16202745198,52544.018568375155,-4803.650676810197,0.49462182097100416,0.9162257711217489,-0.04188158851930492,91708.7683094638,25715.466882121244,68520.88668929956,32149.30147377165,1.8565305862995014,1.8565305862995014,0.8238280226208746,0.4706200152949472,1,0,1,0,0
2023__end_year_annual__expenditure_total_expenditure_security_and_regional_administration,2023,End-Year/Annual,5,2023__end_year_annual,Expenditure,total_expenditure,expenditure_total_expenditure_security_and_regional_administration,unspecified,105400.3400750296,105400.3400750296,105400.3400750296,105400.3400750296,105400.3400750296,,1,1,1,1,1,105400.3400750296,109892.3493231898,73525.18729573782,33317.67938345597,-4492.009248160204,31875.152779291777,72082.66069157363,-0.04087645114355825,0.4335269851279868,2.163495838409639,107646.3446991097,3176.3302005271357,86541.55186219297,25315.23612420174,1.691138084691421,1.691138084691421,0.7771698036396617,0.3392116707139072,1,0,1,0,0
2024__q1__expenditure_total_expenditure_security_and_regional_administration,2024,Q1,1,2024__q1,Expenditure,total_expenditure,expenditure_total_expenditure_security_and_regional_administration,unspecified,41649.54640232399,41649.54640232399,83299.09280464798,0.10900884798049,83298.9837958,58901.1992270629,2,2,1,1,1,41649.54640232399,105400.3400750296,109892.3493231898,57348.33075481465,-63750.79367270561,-68242.80292086581,-15698.784352490657,-0.6048442882378214,-0.6209968513837661,-0.2737443992852865,73524.94323867679,45078.6185119946,82616.85577407031,31749.113258590343,-0.6561196039137063,0.6561196039137063,0.114994298852915,1.4821725669256722,1,0,1,0,0
2024__q2__expenditure_total_expenditure_security_and_regional_administration,2024,Q2,2,2024__q2,Expenditure,total_expenditure,expenditure_total_expenditure_security_and_regional_administration,unspecified,41150.340522966006,13558.468619342997,246902.04313779602,0.1499849385976068,114384.35857135,54347.38925497248,6,3,1,5,1,41150.340522966006,41649.54640232399,105400.3400750296,73525.18729573782,-499.2058793579854,-64249.99955206359,-32374.846772771816,-0.011985865933227315,-0.6095805716217519,-0.4403232139015381,41399.943462644995,352.99186250356814,74523.14408087735,38291.85881089452,-0.6745,0.6745,0.10980907862093672,0.03199416307920333,1,0,1,0,0
2024__q3__expenditure_total_expenditure_security_and_regional_administration,2024,Q3,3,2024__q3,Expenditure,total_expenditure,expenditure_total_expenditure_security_and_regional_administration,unspecified,68224.77730410556,92492.13580497012,204674.33191231667,1.1307903465503706,112181.065317,59897.937727923294,3,2,1,2,1,68224.77730410556,41150.340522966006,41649.54640232399,109892.3493231898,27074.436781139557,26575.23090178157,-41667.57201908424,0.6579395561995244,0.6380677149535224,-0.37916717838601555,54687.55891353579,19144.51784475029,64106.25107610629,30295.44222415296,0.32236099949516384,0.32236099949516384,0.39102955933228023,0.2720361771504346,1,0,1,0,0
2024__q4__expenditure_total_expenditure_security_and_regional_administration,2024,Q4,4,2024__q4,Expenditure,total_expenditure,expenditure_total_expenditure_security_and_regional_administration,unspecified,126853.26572620016,126853.26572620016,126853.26572620016,126853.26572620016,126853.26572620016,,1,1,1,1,1,126853.26572620016,68224.77730410556,41150.340522966006,105400.3400750296,58628.4884220946,85702.92520323416,21452.92565117056,0.8593430530489472,2.0826783961946402,0.2035375373162859,97539.02151515287,41456.601733980104,69469.48248889894,40292.143631111685,2.4810191477619123,2.4810191477619123,1.0,0.4033095323717299,1,0,1,0,0
2022__q1__expenditure_total_expenditure_social_benefits,2022,Q1,1,2022__q1,Expenditure,total_expenditure,expenditure_total_expenditure_social_benefits,unspecified,12670.46,12670.46,12670.46,12670.46,12670.46,,1,1,1,1,1,12670.46,,,,,,,,,,12670.46,,12670.46,,-1.003213014835321,1.003213014835321,0.0,0.024183805559313487,1,0,1,0,0
2022__q2__expenditure_total_expenditure_social_benefits,2022,Q2,2,2022__q2,Expenditure,total_expenditure,expenditure_total_expenditure_social_benefits,unspecified,29319.3,29319.3,29319.3,29319.3,29319.3,,1,1,1,1,1,29319.3,12670.46,,,16648.84,,,1.3139886002560286,,,20994.879999999997,11772.50766288984,20994.879999999997,11772.50766288984,-0.010113184803298779,0.010113184803298779,0.19740980292233842,0.3009745375166494,1,0,1,0,0
2022__q3__expenditure_total_expenditure_social_benefits,2022,Q3,3,2022__q3,Expenditure,total_expenditure,expenditure_total_expenditure_social_benefits,unspecified,17756.224585499993,17756.224585499993,17756.224585499993,17756.224585499993,17756.224585499993,,1,1,1,1,1,17756.224585499993,29319.3,12670.46,,-11563.075414500006,5085.764585499994,,-0.39438442986360545,0.40138752543317247,,23537.762292749998,8176.329036964406,19915.32819516666,8531.838291620203,-0.6998482191232522,0.6998482191232522,0.06030328746825376,-0.3383417489887496,1,0,1,0,0
2022__q4__expenditure_total_expenditure_social_benefits,2022,Q4,4,2022__q4,Expenditure,total_expenditure,expenditure_total_expenditure_social_benefits,unspecified,49545.0,49545.0,99090.0,19672.0,79418.0,42246.80174877147,2,1,1,2,1,49545.0,17756.224585499993,29319.3,,31788.775414500007,20225.7,,1.7902891046140075,0.689842526936182,,33650.61229275,22478.05866120916,27322.746146374997,16370.935808268212,1.1963455974469168,1.1963455974469168,0.4372314031639372,-0.2024688756179636,1,0,1,0,0
2022__end_year_annual__expenditure_total_expenditure_social_benefits,2022,End-Year/Annual,5,2022__end_year_annual,Expenditure,total_expenditure,expenditure_total_expenditure_social_benefits,unspecified,23763.62395281662,29408.85496795,142581.7437168997,-0.00606904027468,41989.76,19234.074801626528,6,1,1,3,1,23763.62395281662,49545.0,17756.224585499993,12670.46,-25781.37604718338,6007.399367316626,11093.16395281662,-0.520362822629597,0.33832639018445176,0.8755139081624993,36654.31197640831,18230.185831283798,30096.03713457915,13798.984353539996,-0.3415081010960131,0.3415081010960131,0.13153464804218898,0.0,1,0,1,0,0
2023__q1__expenditure_total_expenditure_social_benefits,2023,Q1,1,2023__q1,Expenditure,total_expenditure,expenditure_total_expenditure_social_benefits,unspecified,19205.0,19205.0,19205.0,19205.0,19205.0,,1,1,1,1,1,19205.0,23763.62395281662,49545.0,29319.3,-4558.623952816619,-30340.0,-10114.3,-0.19183201862930932,-0.6123725905742254,-0.3449707189462231,21484.31197640831,3223.4339099160647,27567.462134579153,14873.606497593568,-0.6134290681256734,0.6134290681256734,0.07748180975900648,0.38634828775614166,1,0,1,0,0
2023__q2__expenditure_total_expenditure_social_benefits,2023,Q2,2,2023__q2,Expenditure,total_expenditure,expenditure_total_expenditure_social_benefits,unspecified,29658.385337825748,39031.0,207608.69736478024,0.3312513846502458,58236.27503767,21999.141741388357,7,2,1,4,1,29658.385337825748,19205.0,23763.62395281662,17756.224585499993,10453.385337825748,5894.761385009129,11902.160752325755,0.5443054068120671,0.24805818324315151,0.670309203119972,24431.692668912874,7391.659658732619,30543.00232266059,13371.221967215462,0.010113184803298564,0.010113184803298564,0.20143042956744014,0.1103333800707931,1,0,1,0,0
2023__q3__expenditure_total_expenditure_social_benefits,2023,Q3,3,2023__q3,Expenditure,total_expenditure,expenditure_total_expenditure_social_benefits,unspecified,17664.0,17664.0,17664.0,17664.0,17664.0,,1,1,1,1,1,17664.0,29658.385337825748,19205.0,49545.0,-11994.385337825748,-1541.0,-31881.0,-0.404418015384281,-0.08023952095808383,-0.6434756282167726,23661.192668912874,8481.311208541088,22572.75232266059,5387.082560382153,-0.7053493963935495,0.7053493963935495,0.05920975559166969,-0.4111084631002472,1,0,1,0,0
2023__q4__expenditure_total_expenditure_social_benefits,2023,Q4,4,2023__q4,Expenditure,total_expenditure,expenditure_total_expenditure_social_benefits,unspecified,59056.620186060005,59056.620186060005,118113.24037212001,21106.340369950005,97006.90000217,53669.80041179669,2,2,1,2,1,59056.620186060005,17664.0,29658.385337825748,23763.62395281662,41392.620186060005,29398.234848234257,35292.996233243386,2.3433322116202446,0.9912284338264463,1.4851689415435405,38360.31009303,29269.002424642204,31396.001380971436,19194.76941592566,1.7637117556961006,1.7637117556961006,0.5500132586206682,-0.06904218988464045,1,0,1,0,0
2023__end_year_annual__expenditure_total_expenditure_social_benefits,2023,End-Year/Annual,5,2023__end_year_annual,Expenditure,total_expenditure,expenditure_total_expenditure_social_benefits,unspecified,97006.90000217,97006.90000217,97006.90000217,97006.90000217,97006.90000217,,1,1,1,1,1,97006.90000217,59056.620186060005,17664.0,19205.0,37950.27981611,79342.90000217,77801.90000217,0.64260839337819,4.491785552659081,4.051127310709191,78031.760094115,26834.900205898357,50846.47638151394,35346.86742845868,4.027438023414845,4.027438023414845,1.0,0.2584856683533605,1,0,1,0,0
2024__q1__expenditure_total_expenditure_social_benefits,2024,Q1,1,2024__q1,Expenditure,total_expenditure,expenditure_total_expenditure_social_benefits,unspecified,40371.5593996,39031.46908,121114.6781988,23846.93408113,58236.27503767,17233.791643303688,3,2,1,2,1,40371.5593996,97006.90000217,59056.620186060005,29658.385337825748,-56635.34060257,-18685.060786460002,10713.174061774254,-0.583827960704889,-0.3163923151645327,0.36121905962665046,68689.229700885,40047.233394887066,53524.7698969575,33567.33913641851,0.6491517808767477,0.6491517808767477,0.3284594346036807,1.415995748262384,1,0,1,0,0
2024__q2__expenditure_total_expenditure_social_benefits,2024,Q2,2,2024__q2,Expenditure,total_expenditure,expenditure_total_expenditure_social_benefits,unspecified,33064.15530939611,39208.94035948,165320.77654698057,0.0045468767551704,63055.87444061,31714.49107048992,5,2,1,3,1,33064.15530939611,40371.5593996,97006.90000217,17664.0,-7307.4040902038905,-63942.74469277389,15400.155309396112,-0.18100376103570306,-0.6591566650552024,0.8718385025699792,36717.85735449806,5167.114985053479,57374.80872430653,28598.656762791128,0.21326665254607788,0.21326665254607788,0.24181356610347052,-0.11401473805934136,1,0,1,0,0
2024__q3__expenditure_total_expenditure_social_benefits,2024,Q3,3,2024__q3,Expenditure,total_expenditure,expenditure_total_expenditure_social_benefits,unspecified,21129.52600803999,21129.52600803999,21129.52600803999,21129.52600803999,21129.52600803999,,1,1,1,1,1,21129.52600803999,33064.15530939611,40371.5593996,59056.620186060005,-11934.629301356123,-19242.033391560013,-37927.094178020016,-0.36095370317730635,-0.47662348637815216,-0.6422157932257102,27096.84065871805,8439.05730993657,47893.035179801525,33689.392084650426,-0.4986314935513054,0.4986314935513054,0.10030143562880216,-0.4013299212405644,1,0,1,0,0
2024__q4__expenditure_total_expenditure_social_benefits,2024,Q4,4,2024__q4,Expenditure,total_expenditure,expenditure_total_expenditure_social_benefits,unspecified,59305.695273745005,59305.695273745005,118611.39054749001,17212.995049420017,101398.39549807,59528.06753414542,2,1,1,2,1,59305.695273745005,21129.52600803999,33064.15530939611,97006.90000217,38176.169265705015,26241.539964348893,-37701.204728425,1.8067688433322457,0.7936552353687868,-0.38864456783570694,40217.6106408925,26994.628167505474,38467.73399769528,15996.429812474526,1.7785690326742678,1.7785690326742678,0.5529666093629878,-0.17060948296461284,1,0,1,0,0
2024__q2__expenditure_total_expenditure_spending_until_h1,2024,Q2,2,2024__q2,Expenditure,total_expenditure,expenditure_total_expenditure_spending_until_h1,unspecified,1012.5,1012.5,2025.0,1.0,2024.0,1430.4770183403857,2,1,1,2,1,1012.5,,,,,,,,,,1012.5,,1012.5,,0.0,0.0,0.0,-0.6927582181793417,1,0,1,0,0
2022__q1__expenditure_total_expenditure_subsidies,2022,Q1,1,2022__q1,Expenditure,total_expenditure,expenditure_total_expenditure_subsidies,unspecified,4876.0,4876.0,4876.0,4876.0,4876.0,,1,1,1,1,1,4876.0,,,,,,,,,,4876.0,,4876.0,,-0.7062644791240354,0.7062644791240354,0.06705158369899769,-0.4056240289691761,1,0,1,0,0
2022__q2__expenditure_total_expenditure_subsidies,2022,Q2,2,2022__q2,Expenditure,total_expenditure,expenditure_total_expenditure_subsidies,unspecified,6694.0,6694.0,6694.0,6694.0,6694.0,,1,1,1,1,1,6694.0,4876.0,,,1818.0,,,0.37284659557013944,,,5785.0,1285.5201281971433,5785.0,1285.5201281971433,-0.22197488846199817,0.22197488846199817,0.17286736422397841,-0.45186275960732075,1,0,1,0,0
2022__q3__expenditure_total_expenditure_subsidies,2022,Q3,3,2022__q3,Expenditure,total_expenditure,expenditure_total_expenditure_subsidies,unspecified,7616.918559650001,7616.918559650001,7616.918559650001,7616.918559650001,7616.918559650001,,1,1,1,1,1,7616.918559650001,6694.0,4876.0,,922.918559650001,2740.918559650001,,0.13787250667015252,0.5621243969749797,,7155.4592798250005,652.6019720114369,6395.639519883334,1394.6049152824771,0.023877615095370407,0.023877615095370407,0.22658537728798053,-0.551541023303538,1,0,1,0,0
2022__q4__expenditure_total_expenditure_subsidies,2022,Q4,4,2022__q4,Expenditure,total_expenditure,expenditure_total_expenditure_subsidies,unspecified,20054.5,20054.5,40109.0,10461.0,29648.0,13567.257810626288,2,1,1,2,1,20054.5,7616.918559650001,6694.0,,12437.581440349999,13360.5,,1.6328888569502453,1.9958918434418882,,13835.709279825001,8794.69817803143,9810.3546399125,6923.708013074346,3.337074108259756,3.337074108259756,0.9505085829830572,-0.5204848206746361,1,0,1,0,0
2022__end_year_annual__expenditure_total_expenditure_subsidies,2022,End-Year/Annual,5,2022__end_year_annual,Expenditure,total_expenditure,expenditure_total_expenditure_subsidies,unspecified,5357.8212921523655,5461.933734655,32146.92775291419,0.2,11570.0,4847.582624346745,6,1,1,3,1,5357.8212921523655,20054.5,7616.918559650001,4876.0,-14696.678707847634,-2259.0972674976356,481.82129215236546,-0.7328369546908491,-0.2965893950166433,0.0988148671354318,12706.160646076183,10392.121175239008,9930.809962950592,6812.546208088596,-0.5779140740917347,0.5779140740917347,0.09509575097218655,-0.5224251115599128,1,0,1,0,0
2023__q1__expenditure_total_expenditure_subsidies,2023,Q1,1,2023__q1,Expenditure,total_expenditure,expenditure_total_expenditure_subsidies,unspecified,6062.0,6062.0,6062.0,6062.0,6062.0,,1,1,1,1,1,6062.0,5357.8212921523655,20054.5,6694.0,704.1787078476345,-13992.5,-632.0,0.13143004767237187,-0.6977237029095714,-0.09441290708096803,5709.910646076183,497.9295394862278,9772.809962950592,6919.134177655382,-0.39033078576585273,0.39033078576585273,0.13608212038911163,-0.3396464555908497,1,0,1,0,0
2023__q2__expenditure_total_expenditure_subsidies,2023,Q2,2,2023__q2,Expenditure,total_expenditure,expenditure_total_expenditure_subsidies,unspecified,6781.342059687656,7714.0,47469.39441781359,0.1524021157539574,13776.67832394,5253.314629077351,7,2,1,4,1,6781.342059687656,6062.0,5357.8212921523655,7616.918559650001,719.3420596876558,1423.5207675352904,-835.5764999623452,0.11866414709463144,0.2656902292766521,-0.10970007010298666,6421.671029843828,508.6516483978234,9563.915837960005,7017.8277445565045,-0.19870819410902013,0.19870819410902013,0.17795106511424727,-0.5055990336496126,1,0,1,0,0
2023__q3__expenditure_total_expenditure_subsidies,2023,Q3,3,2023__q3,Expenditure,total_expenditure,expenditure_total_expenditure_subsidies,unspecified,3724.0,3724.0,3724.0,3724.0,3724.0,,1,1,1,1,1,3724.0,6781.342059687656,6062.0,20054.5,-3057.342059687656,-2338.0,-16330.5,-0.45084616478238454,-0.3856812933025404,-0.8143060161061109,5252.671029843828,2161.8673028119847,5481.290837960005,1307.7553450999949,-1.0131410514247325,1.0131410514247325,0.0,-0.6458517236697383,1,0,1,0,0
