source_file,source_relative_path,sheet_name,source_sha256,file_year_guess,file_period_guess,year,period,row_number_in_cleaned_table,label,category,value_column,value,raw_value,unit,label_columns_used,normalized_indicator,period_order
Quarterly Budget Performance Report_Q1_2023.xlsx,PDF\Data\Quarterly Budget Performance Report_Q1_2023.xlsx,Surplus - (Deficit),ca3b02390734746828aafdb87b9144ca2240fdddf506d0c5faecb2aa760f933b,2023,,2023,Q1,1,من الحساب الجاري | Current Account,Surplus/Deficit,Q1 2023 -2910.375343265536,0.0,0,unspecified,البيان فائض/(عجز) الفترة | Item Surplus/(Deficit),surplus_deficit,1
2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,MoF_Web_Crawl\2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,,2023,Q2,26,Unlabeled row,Expenditure,Q2,2022.0,2022,unspecified,المصروفات* | Column_7,total_expenditure,2
2023__Q4__05b025b90b__Q4-2023_Quarterly_Budget_Performance_Table_Final.xlsx,MoF_Web_Crawl\2023__Q4__05b025b90b__Q4-2023_Quarterly_Budget_Performance_Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,End-Year/Annual,2023,Q2,0,Unlabeled row,Expenditure,Q2,2023.0,2023,unspecified,المصروفات* | Expenditures*,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,0,Unlabeled row,Expenditure,Q2,2023.0,2023,unspecified,المصروفات* | Column_7,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,13,Unlabeled row,Expenditure,Q2,2022.0,2022,unspecified,المصروفات* | Column_7,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,26,Unlabeled row,Expenditure,Q2,2022.0,2022,unspecified,المصروفات* | Column_7,total_expenditure,2
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q2,0,Unlabeled row,Expenditure,Q2,2023.0,2023,unspecified,المصروفات* | Expenditures*,total_expenditure,2
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q2,39,Unlabeled row,Expenditure,Q2,4.0,Until Q4 2022,unspecified,المصروفات* | Expenditures*,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,2,استخدام السلع والخدمات,Expenditure,Q2,62061.0,62061,unspecified,المصروفات* | Column_7,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,15,استخدام السلع والخدمات,Expenditure,Q2,53475.0,53475,unspecified,المصروفات* | Column_7,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,28,استخدام السلع والخدمات,Expenditure,Q2,150624.83212607252,150624.83212607252,unspecified,المصروفات* | Column_7,total_expenditure,2
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q2,2,استخدام السلع والخدمات | Use of Goods and Services,Expenditure,Q2,62061.0,62061,unspecified,المصروفات* | Expenditures*,total_expenditure,2
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q2,38,اسم القطاع | Sector,Expenditure,Q2,2022.0,المنصرف حتى الربع الرابع 2022م,unspecified,المصروفات* | Expenditures*,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,8,الأصول غير المالية (رأسمالي),Expenditure,Q2,43481.0,43481,unspecified,المصروفات* | Column_7,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,21,الأصول غير المالية (رأسمالي),Expenditure,Q2,40453.0,40453,unspecified,المصروفات* | Column_7,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,34,الأصول غير المالية (رأسمالي),Expenditure,Q2,91286.15074724,91286.15074724001,unspecified,المصروفات* | Column_7,total_expenditure,2
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q2,8,الأصول غير المالية (رأسمالي) | Non-financial Assets (CAPEX),Expenditure,Q2,43481.0,43481,unspecified,المصروفات* | Expenditures*,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,42,الأمن والمناطق الإدارية | Security and Regional Administration,Expenditure,Q2,0.7903103892881496,0.7903103892881496,unspecified,المصروفات* | Column_7,total_expenditure,2
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q2,42,الأمن والمناطق الإدارية | Security and Regional Administration,Expenditure,Q2,114695.87119924,114695.87119924,unspecified,المصروفات* | Expenditures*,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,22,الإجمالـــــــــــي,Expenditure,Q2,287726.0,287726,unspecified,المصروفات* | Column_7,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,35,الإجمالـــــــــــي,Expenditure,Q2,800651.20882051,800651.20882051,unspecified,المصروفات* | Column_7,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,49,الإجمالـــــــــــي | Total,Expenditure,Q2,0.806334977755802,0.806334977755802,unspecified,المصروفات* | Column_7,total_expenditure,2
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q2,49,الإجمالـــــــــــي | Total,Expenditure,Q2,1164308.8432161128,1164308.8432161128,unspecified,المصروفات* | Expenditures*,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,9,الإجمالي,Expenditure,Q2,320091.0,320091,unspecified,المصروفات* | Column_7,total_expenditure,2
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q2,9,الإجمالي | Total,Expenditure,Q2,320091.0,320091,unspecified,المصروفات* | Expenditures*,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,40,الإدارة العامة | Public Administration,Expenditure,Q2,0.857012414236462,0.857012414236462,unspecified,المصروفات* | Column_7,total_expenditure,2
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q2,40,الإدارة العامة | Public Administration,Expenditure,Q2,40867.433703152565,40867.433703152565,unspecified,المصروفات* | Expenditures*,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,4,الإعانات,Expenditure,Q2,7714.0,7714,unspecified,المصروفات* | Column_7,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,17,الإعانات,Expenditure,Q2,7617.0,7617,unspecified,المصروفات* | Column_7,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,30,الإعانات,Expenditure,Q2,19187.0944772,19187.0944772,unspecified,المصروفات* | Column_7,total_expenditure,2
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q2,4,الإعانات | Subsidies,Expenditure,Q2,7714.0,7714,unspecified,المصروفات* | Expenditures*,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,48,البنود العامة | General Items,Expenditure,Q2,0.8941946943258096,0.8941946943258096,unspecified,المصروفات* | Column_7,total_expenditure,2
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q2,48,البنود العامة | General Items,Expenditure,Q2,159136.9809766175,159136.9809766175,unspecified,المصروفات* | Expenditures*,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,47,التجهيزات الأساسية والنقل | Infrastructure and Transportation,Expenditure,Q2,0.7983937420281455,0.7983937420281455,unspecified,المصروفات* | Column_7,total_expenditure,2
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q2,47,التجهيزات الأساسية والنقل | Infrastructure and Transportation,Expenditure,Q2,41414.26541952003,41414.26541952003,unspecified,المصروفات* | Expenditures*,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,44,التعليم | Education,Expenditure,Q2,0.8034456408442765,0.8034456408442765,unspecified,المصروفات* | Column_7,total_expenditure,2
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q2,44,التعليم | Education,Expenditure,Q2,201522.81080494783,201522.81080494786,unspecified,المصروفات* | Expenditures*,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,43,الخدمات البلدية | Municipal Services,Expenditure,Q2,0.7205776844584192,0.7205776844584192,unspecified,المصروفات* | Column_7,total_expenditure,2
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q2,43,الخدمات البلدية | Municipal Services,Expenditure,Q2,75447.67417546,75447.67417546,unspecified,المصروفات* | Expenditures*,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,45,الصحة والتنمية الاجتماعية | Health & Social Development,Expenditure,Q2,0.9790903920596224,0.9790903920596223,unspecified,المصروفات* | Column_7,total_expenditure,2
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q2,45,الصحة والتنمية الاجتماعية | Health & Social Development,Expenditure,Q2,226636.9605063617,226636.96050636173,unspecified,المصروفات* | Expenditures*,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,41,العسكري | Military,Expenditure,Q2,0.6693866886937496,0.6693866886937496,unspecified,المصروفات* | Column_7,total_expenditure,2
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q2,41,العسكري | Military,Expenditure,Q2,228067.4273551281,228067.4273551281,unspecified,المصروفات* | Expenditures*,total_expenditure,2
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q2,23,المصروفات الفعلية حتى الربع الرابع من السنة المالية 1444/ 1445هـ (2023م),Expenditure,Q2,4.0,Actual expenditures Until Q4 of FY 2022 Vs. Q4 of FY 2023,unspecified,المصروفات* | Expenditures*,total_expenditure,2
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q2,10,المصروفات الفعلية للربع الرابع من السنة المالية 1444/ 1445هـ (2023م),Expenditure,Q2,4.0,Actual expenditures in Q4 of FY 2022 Vs. Q4 of FY 2023,unspecified,المصروفات* | Expenditures*,total_expenditure,2
2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,MoF_Web_Crawl\2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,,2023,Q2,25,المصروفات*,Expenditure,Q2,3.0,Until Q3 2022,unspecified,المصروفات* | Column_7,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,12,المصروفات*,Expenditure,Q2,3.0,Q3,unspecified,المصروفات* | Column_7,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,25,المصروفات*,Expenditure,Q2,3.0,Until Q3 2022,unspecified,المصروفات* | Column_7,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,6,المنافع الاجتماعية,Expenditure,Q2,39031.0,39031,unspecified,المصروفات* | Column_7,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,19,المنافع الاجتماعية,Expenditure,Q2,17756.0,17756,unspecified,المصروفات* | Column_7,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,32,المنافع الاجتماعية,Expenditure,Q2,59746.07677019,59746.07677019,unspecified,المصروفات* | Column_7,total_expenditure,2
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q2,6,المنافع الاجتماعية | Social Benefits,Expenditure,Q2,39031.0,39031,unspecified,المصروفات* | Expenditures*,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,5,المنح,Expenditure,Q2,2734.0,2734,unspecified,المصروفات* | Column_7,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,18,المنح,Expenditure,Q2,183.0,183,unspecified,المصروفات* | Column_7,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,31,المنح,Expenditure,Q2,1884.33684198,1884.33684198,unspecified,المصروفات* | Column_7,total_expenditure,2
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q2,5,المنح | Grants,Expenditure,Q2,2734.0,2734,unspecified,المصروفات* | Expenditures*,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,46,الموارد الاقتصادية | Economic Resources,Expenditure,Q2,0.7273433764952136,0.7273433764952136,unspecified,المصروفات* | Column_7,total_expenditure,2
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q2,46,الموارد الاقتصادية | Economic Resources,Expenditure,Q2,76519.41907568503,76519.41907568503,unspecified,المصروفات* | Expenditures*,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,1,تعويضات العاملين,Expenditure,Q2,131881.0,131881,unspecified,المصروفات* | Column_7,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,14,تعويضات العاملين,Expenditure,Q2,126839.0,126839,unspecified,المصروفات* | Column_7,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,27,تعويضات العاملين,Expenditure,Q2,377927.2542477074,377927.25424770743,unspecified,المصروفات* | Column_7,total_expenditure,2
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q2,1,تعويضات العاملين | Compensation of Employees,Expenditure,Q2,131881.0,131881,unspecified,المصروفات* | Expenditures*,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,7,مصروفات أخرى,Expenditure,Q2,24484.0,24484,unspecified,المصروفات* | Column_7,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,20,مصروفات أخرى,Expenditure,Q2,33312.0,33312,unspecified,المصروفات* | Column_7,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,33,مصروفات أخرى,Expenditure,Q2,77707.69877706,77707.69877706,unspecified,المصروفات* | Column_7,total_expenditure,2
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q2,7,مصروفات أخرى | Other Expenses,Expenditure,Q2,24484.0,24484,unspecified,المصروفات* | Expenditures*,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,3,نفقات التمويل,Expenditure,Q2,8705.0,8705,unspecified,المصروفات* | Column_7,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,16,نفقات التمويل,Expenditure,Q2,8091.0,8091,unspecified,المصروفات* | Column_7,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Expenditures,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,29,نفقات التمويل,Expenditure,Q2,22287.76483306,22287.764833060002,unspecified,المصروفات* | Column_7,total_expenditure,2
Q4-2023 Quarterly Budget Performance Table_Final.xlsx,PDF\Data\Q4-2023 Quarterly Budget Performance Table_Final.xlsx,Expenditures,cfa3df04cd896903023a570caf6c6d002c17a43953c03feba743a5e16074d6db,2023,Q4,2023,Q2,3,نفقات التمويل | Financing Expenses,Expenditure,Q2,8705.0,8705,unspecified,المصروفات* | Expenditures*,total_expenditure,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Revenues,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,7,الإيرادات غير النفطية | 102338.764773147 | Non-oil Revenues,Non-oil revenue,Q2,135083.12795419604,135083.12795419604,unspecified,الإيرادات* | Q1 | Revenues*,total_revenue,2
Q3-2023 Quarterly Budget Performance Tables.xlsx,PDF\Data\Q3-2023 Quarterly Budget Performance Tables.xlsx,Revenues,76d13a98691001ee451c0d9a54ccff9619aa6a597f8abbf3bb6b3f5227db4009,2023,Q3,2023,Q2,19,الإيرادات غير النفطية | Non-oil Revenues,Non-oil revenue,Q2,72845.0,72845,unspecified,الإيرادات* | Q1 | Revenues*,total_revenue,2
