row_index,source_file,sheet_name,label,value_column,old_period,new_period,repair_method
2429,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,التعليم | Education,Column_4,Column_4,Q2,inferred_from_source_file
2430,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,التعليم | Education,Column_6,Column_6,Q2,inferred_from_source_file
2431,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الخدمات البلدية | 26644.99596582 | Municipal Services,Total,Total,Q2,inferred_from_source_file
2432,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الخدمات البلدية | 26644.99596582 | Municipal Services,Column_6,Column_6,Q2,inferred_from_source_file
2433,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الخدمات البلدية | Municipal Services,Total,Total,Q3,inferred_from_source_file
2434,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الخدمات البلدية | Municipal Services,Column_2,Column_2,Q2,inferred_from_source_file
2435,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الخدمات البلدية | Municipal Services,Column_3,Column_3,Q2,inferred_from_source_file
2436,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الخدمات البلدية | Municipal Services,Column_4,Column_4,Q2,inferred_from_source_file
2437,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الخدمات البلدية | Municipal Services,Column_6,Column_6,Q2,inferred_from_source_file
2438,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الصحة والتنمية الاجتماعية | 127945.24161820501 | Health & Social Development,Total,Total,Q2,inferred_from_source_file
2439,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الصحة والتنمية الاجتماعية | 127945.24161820501 | Health & Social Development,Column_6,Column_6,Q2,inferred_from_source_file
2440,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الصحة والتنمية الاجتماعية | Health & Social Development,Total,Total,Q3,inferred_from_source_file
2441,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الصحة والتنمية الاجتماعية | Health & Social Development,Column_2,Column_2,Q2,inferred_from_source_file
2442,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الصحة والتنمية الاجتماعية | Health & Social Development,Column_3,Column_3,Q2,inferred_from_source_file
2443,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الصحة والتنمية الاجتماعية | Health & Social Development,Column_4,Column_4,Q2,inferred_from_source_file
2444,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الصحة والتنمية الاجتماعية | Health & Social Development,Column_6,Column_6,Q2,inferred_from_source_file
2445,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,العسكري | 111248.4252618625 | Military,Total,Total,Q2,inferred_from_source_file
2446,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,العسكري | 111248.4252618625 | Military,Column_6,Column_6,Q2,inferred_from_source_file
2447,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,العسكري | Military,Total,Total,Q3,inferred_from_source_file
2448,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,العسكري | Military,Column_2,Column_2,Q2,inferred_from_source_file
2449,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,العسكري | Military,Column_3,Column_3,Q2,inferred_from_source_file
2450,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,العسكري | Military,Column_4,Column_4,Q2,inferred_from_source_file
2451,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,العسكري | Military,Column_6,Column_6,Q2,inferred_from_source_file
2452,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,المصروفات*,Column_3,Column_3,Q2,inferred_from_source_file
2453,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,المصروفات*,Column_4,Column_4,Q2,inferred_from_source_file
2454,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,المنافع الاجتماعية,Total,Total,Q3,inferred_from_source_file
2455,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,المنافع الاجتماعية,Total,Total,Q3,inferred_from_source_file
2456,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,المنافع الاجتماعية,Total,Total,Q3,inferred_from_source_file
2457,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,المنافع الاجتماعية,Total,Total,Q4,inferred_from_source_file
2458,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,المنافع الاجتماعية,Total,Total,Q4,inferred_from_source_file
2459,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,المنافع الاجتماعية,Column_2,Column_2,Q2,inferred_from_source_file
2460,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,المنافع الاجتماعية,Column_3,Column_3,Q2,inferred_from_source_file
2461,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,المنافع الاجتماعية,Column_4,Column_4,Q2,inferred_from_source_file
2462,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,المنافع الاجتماعية | Social Benefits,Total,Total,Q4,inferred_from_source_file
2463,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,المنافع الاجتماعية | Social Benefits,Total,Total,Q2,inferred_from_source_file
2464,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,المنافع الاجتماعية | Social Benefits,Total,Total,Q2,inferred_from_source_file
2465,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,المنافع الاجتماعية | Social Benefits,Total,Total,Q2,inferred_from_source_file
2466,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,المنح,Total,Total,Q3,inferred_from_source_file
2467,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,المنح,Total,Total,Q3,inferred_from_source_file
2468,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,المنح,Total,Total,Q3,inferred_from_source_file
2469,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,المنح,Total,Total,Q4,inferred_from_source_file
2470,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,المنح,Total,Total,Q4,inferred_from_source_file
2471,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,المنح,Column_2,Column_2,Q2,inferred_from_source_file
2472,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,المنح,Column_3,Column_3,Q2,inferred_from_source_file
2473,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,المنح,Column_4,Column_4,Q2,inferred_from_source_file
2474,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,المنح | Grants,Total,Total,Q4,inferred_from_source_file
2475,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,المنح | Grants,Total,Total,Q2,inferred_from_source_file
2476,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,المنح | Grants,Total,Total,Q2,inferred_from_source_file
2477,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,المنح | Grants,Total,Total,Q2,inferred_from_source_file
2478,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الموارد الاقتصادية | 37337.94893015 | Economic Resources,Total,Total,Q2,inferred_from_source_file
2479,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الموارد الاقتصادية | 37337.94893015 | Economic Resources,Column_6,Column_6,Q2,inferred_from_source_file
2480,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الموارد الاقتصادية | Economic Resources,Total,Total,Q3,inferred_from_source_file
2481,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الموارد الاقتصادية | Economic Resources,Column_2,Column_2,Q2,inferred_from_source_file
2482,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الموارد الاقتصادية | Economic Resources,Column_3,Column_3,Q2,inferred_from_source_file
2483,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الموارد الاقتصادية | Economic Resources,Column_4,Column_4,Q2,inferred_from_source_file
2484,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الموارد الاقتصادية | Economic Resources,Column_6,Column_6,Q2,inferred_from_source_file
2485,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,تعويضات العاملين,Total,Total,Q3,inferred_from_source_file
2486,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,تعويضات العاملين,Total,Total,Q3,inferred_from_source_file
2487,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,تعويضات العاملين,Total,Total,Q3,inferred_from_source_file
2488,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,تعويضات العاملين,Total,Total,Q4,inferred_from_source_file
2489,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,تعويضات العاملين,Total,Total,Q4,inferred_from_source_file
2490,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,تعويضات العاملين,Column_2,Column_2,Q2,inferred_from_source_file
2491,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,تعويضات العاملين,Column_3,Column_3,Q2,inferred_from_source_file
2492,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,تعويضات العاملين,Column_4,Column_4,Q2,inferred_from_source_file
2493,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,تعويضات العاملين | Compensation of Employees,Total,Total,Q4,inferred_from_source_file
2494,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,تعويضات العاملين | Compensation of Employees,Total,Total,Q2,inferred_from_source_file
2495,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,تعويضات العاملين | Compensation of Employees,Total,Total,Q2,inferred_from_source_file
2496,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,تعويضات العاملين | Compensation of Employees,Total,Total,Q2,inferred_from_source_file
2497,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,مصروفات أخرى,Total,Total,Q3,inferred_from_source_file
2498,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,مصروفات أخرى,Total,Total,Q3,inferred_from_source_file
2499,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,مصروفات أخرى,Total,Total,Q3,inferred_from_source_file
2500,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,مصروفات أخرى,Total,Total,Q4,inferred_from_source_file
2501,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,مصروفات أخرى,Total,Total,Q4,inferred_from_source_file
2502,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,مصروفات أخرى,Column_2,Column_2,Q2,inferred_from_source_file
2503,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,مصروفات أخرى,Column_3,Column_3,Q2,inferred_from_source_file
2504,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,مصروفات أخرى,Column_4,Column_4,Q2,inferred_from_source_file
2505,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,مصروفات أخرى | Other Expenses,Total,Total,Q4,inferred_from_source_file
2506,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,مصروفات أخرى | Other Expenses,Total,Total,Q2,inferred_from_source_file
2507,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,مصروفات أخرى | Other Expenses,Total,Total,Q2,inferred_from_source_file
2508,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,مصروفات أخرى | Other Expenses,Total,Total,Q2,inferred_from_source_file
2509,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,نفقات التمويل,Total,Total,Q3,inferred_from_source_file
2510,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,نفقات التمويل,Total,Total,Q3,inferred_from_source_file
2511,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,نفقات التمويل,Total,Total,Q3,inferred_from_source_file
2512,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,نفقات التمويل,Total,Total,Q4,inferred_from_source_file
2513,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,نفقات التمويل,Total,Total,Q4,inferred_from_source_file
2514,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,نفقات التمويل,Column_2,Column_2,Q2,inferred_from_source_file
2515,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,نفقات التمويل,Column_3,Column_3,Q2,inferred_from_source_file
2516,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,نفقات التمويل,Column_4,Column_4,Q2,inferred_from_source_file
2517,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,نفقات التمويل | Financing Expenses,Total,Total,Q4,inferred_from_source_file
2518,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,نفقات التمويل | Financing Expenses,Total,Total,Q2,inferred_from_source_file
2519,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,نفقات التمويل | Financing Expenses,Total,Total,Q2,inferred_from_source_file
2520,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,نفقات التمويل | Financing Expenses,Total,Total,Q2,inferred_from_source_file
2521,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Revenues,الإيرادات غير النفطية | 111511.75445118701 | Non-oil Revenues,Total,Total,Q4,inferred_from_source_file
2522,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Total,Total,Q3,inferred_from_source_file
2523,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Revenues*,Revenues*,Q2,inferred_from_source_file
2524,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,الإيرادات غير النفطية | Non-oil Revenues,Revenues*,Revenues*,Q2,inferred_from_source_file
2525,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Revenues,الإيرادات النفطية | 181921.609316625 | Oil Revenues,Total,Total,Q4,inferred_from_source_file
2526,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Total,Total,Q3,inferred_from_source_file
2527,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Revenues*,Revenues*,Q2,inferred_from_source_file
2528,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,الإيرادات النفطية | Oil Revenues,Revenues*,Revenues*,Q2,inferred_from_source_file
2529,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Gov.Reserve,الرصيد آخر الفترة | End of Period Balance,Column_2,Column_2,Q4,inferred_from_source_file
2530,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Gov.Reserve,الرصيد آخر الفترة | End of Period Balance,Column_2,Column_2,Q4,inferred_from_source_file
2531,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Gov.Reserve,الرصيد اخر الفترة | End of Period Balance,Column_2,Column_2,Q3,inferred_from_source_file
2532,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Gov.Reserve,الرصيد اخر الفترة | End of Period Balance,Column_2,Column_2,Q3,inferred_from_source_file
2533,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Gov.Reserve,الرصيد اخر الفترة | End of Period Balance,Column_2,Column_2,Q2,inferred_from_source_file
2534,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Gov.Reserve,الرصيد اخر الفترة | End of Period Balance,Column_2,Column_2,Q2,inferred_from_source_file
2535,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,Unlabeled row,Revenues*,Revenues*,Q2,inferred_from_source_file
2536,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,الإجمالـــــــــــي | Total,Revenues*,Revenues*,Q2,inferred_from_source_file
2537,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,الإجمالـــــــــــي | Total,Revenues*,Revenues*,Q2,inferred_from_source_file
2538,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,الإجمالي,Total,Total,Q2,inferred_from_source_file
2539,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Revenues,الإجمالي | 293433.36376781197 | Total,Total,Total,Q4,inferred_from_source_file
2540,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Revenues,الإجمالي | Total,Total,Total,Q3,inferred_from_source_file
2541,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,الإيرادات الأخرى,Total,Total,Q2,inferred_from_source_file
2542,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Revenues,الإيرادات الأخرى | 25340.736933747008 | Other Revenues,Total,Total,Q4,inferred_from_source_file
2543,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Revenues,الإيرادات الأخرى | Other Revenues,Total,Total,Q3,inferred_from_source_file
2544,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,الإيرادات الأخرى | Other Revenues,Revenues*,Revenues*,Q2,inferred_from_source_file
2545,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,الإيرادات الأخرى | Other Revenues,Revenues*,Revenues*,Q2,inferred_from_source_file
2546,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,الإيرادات النفطية,Total,Total,Q2,inferred_from_source_file
2547,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,الإيرادات غير النفطية,Total,Total,Q2,inferred_from_source_file
2548,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,الإيرادات* | Revenues*,Revenues*,Revenues*,Q2,inferred_from_source_file
2549,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,الإيرادات* | Revenues*,Revenues*,Revenues*,Q2,inferred_from_source_file
2550,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,الضرائب على التجارة والمعاملات الدولية,Total,Total,Q2,inferred_from_source_file
2551,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Revenues,الضرائب على التجارة والمعاملات الدولية | 6033.478346229999 | Taxes on International Trade and Transactions,Total,Total,Q4,inferred_from_source_file
2552,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Revenues,الضرائب على التجارة والمعاملات الدولية | Taxes on International Trade and Transactions,Total,Total,Q3,inferred_from_source_file
2553,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,الضرائب على التجارة والمعاملات الدولية | Taxes on International Trade and Transactions,Revenues*,Revenues*,Q2,inferred_from_source_file
2554,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,الضرائب على التجارة والمعاملات الدولية | Taxes on International Trade and Transactions,Revenues*,Revenues*,Q2,inferred_from_source_file
2555,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,الضرائب على الدخل والأرباح والمكاسب الرأسمالية,Total,Total,Q2,inferred_from_source_file
2556,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Revenues,"الضرائب على الدخل والأرباح والمكاسب الرأسمالية | 6544.7607403 | Taxes on Income, Profit and Capital Gains",Total,Total,Q4,inferred_from_source_file
2557,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Revenues,"الضرائب على الدخل والأرباح والمكاسب الرأسمالية | Taxes on Income, Profit and Capital Gains",Total,Total,Q3,inferred_from_source_file
2558,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,"الضرائب على الدخل والأرباح والمكاسب الرأسمالية | Taxes on Income, Profit and Capital Gains",Revenues*,Revenues*,Q2,inferred_from_source_file
2559,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,"الضرائب على الدخل والأرباح والمكاسب الرأسمالية | Taxes on Income, Profit and Capital Gains",Revenues*,Revenues*,Q2,inferred_from_source_file
2560,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,الضرائب على السلع والخدمات,Total,Total,Q2,inferred_from_source_file
2561,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Revenues,الضرائب على السلع والخدمات | 69902.97036892 | Taxes on Goods and Services,Total,Total,Q4,inferred_from_source_file
2562,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Revenues,الضرائب على السلع والخدمات | Taxes on Goods and Services,Total,Total,Q3,inferred_from_source_file
2563,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,الضرائب على السلع والخدمات | Taxes on Goods and Services,Revenues*,Revenues*,Q2,inferred_from_source_file
2564,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,الضرائب على السلع والخدمات | Taxes on Goods and Services,Revenues*,Revenues*,Q2,inferred_from_source_file
2565,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,ضرائب أخرى,Total,Total,Q2,inferred_from_source_file
2566,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Revenues,ضرائب أخرى | 3689.8080619899997 | Other Taxes,Total,Total,Q4,inferred_from_source_file
2567,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Revenues,ضرائب أخرى | Other Taxes,Total,Total,Q3,inferred_from_source_file
2568,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,ضرائب أخرى | Other Taxes,Revenues*,Revenues*,Q2,inferred_from_source_file
2569,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Revenues,ضرائب أخرى | Other Taxes,Revenues*,Revenues*,Q2,inferred_from_source_file
2570,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Deficit,إجمالي التمويل | Total Financing,Total,Total,Q3,inferred_from_source_file
2571,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Deficit,إجمالي التمويل | Total Financing,Total,Total,Q4,inferred_from_source_file
2572,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Deficit,إجمالي التمويل | Total Financing,Total,Total,Q2,inferred_from_source_file
2573,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Deficit,فائض/(عجز) الفترة | Surplus/(Deficit),Total,Total,Q3,inferred_from_source_file
2574,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Deficit,فائض/(عجز) الفترة | Surplus/(Deficit),Total,Total,Q4,inferred_from_source_file
2575,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Deficit,فائض/(عجز) الفترة | Surplus/(Deficit),Total,Total,Q2,inferred_from_source_file
2576,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Deficit,من الاحتياطيات الحكومية | Government Reserves,Total,Total,Q3,inferred_from_source_file
2577,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Deficit,من الدين | from Borrowing,Total,Total,Q3,inferred_from_source_file
2578,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Deficit,من الدين | from Borrowing,Total,Total,Q4,inferred_from_source_file
2579,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Deficit,من الدين | from Borrowing,Total,Total,Q2,inferred_from_source_file
