row_index,source_file,sheet_name,label,value_column,old_period,new_period,resolution_method
2885,Quarterly Budget Performance Report_Q1_2023.xlsx,Revenues,الضرائب على السلع والخدمات | Taxes on Goods and Services,Column_4,Unknown,Column_4,inferred_from_value_column
2886,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,الضرائب على السلع والخدمات | Taxes on Goods and Services,Column_2,Unknown,Column_2,inferred_from_value_column
2887,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,الضرائب على السلع والخدمات | Taxes on Goods and Services,Column_3,Unknown,Column_3,inferred_from_value_column
2888,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,الضرائب على السلع والخدمات | Taxes on Goods and Services,Column_4,Unknown,Column_4,inferred_from_value_column
2889,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,الضرائب على السلع والخدمات | Taxes on Goods and Services,Column_2,Unknown,Column_2,inferred_from_value_column
2890,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,الضرائب على السلع والخدمات | Taxes on Goods and Services,Column_3,Unknown,Column_3,inferred_from_value_column
2891,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,الضرائب على السلع والخدمات | Taxes on Goods and Services,Column_4,Unknown,Column_4,inferred_from_value_column
2892,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,ضرائب أخرى | 4120.3888697 | Other Taxes,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2893,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,ضرائب أخرى | Other Taxes,Column_2,Unknown,Column_2,inferred_from_value_column
2894,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,ضرائب أخرى | Other Taxes,Column_3,Unknown,Column_3,inferred_from_value_column
2895,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,ضرائب أخرى | Other Taxes,Column_4,Unknown,Column_4,inferred_from_value_column
2896,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,ضرائب أخرى | Other Taxes,Column_2,Unknown,Column_2,inferred_from_value_column
2897,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,ضرائب أخرى | Other Taxes,Column_3,Unknown,Column_3,inferred_from_value_column
2898,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Revenues,ضرائب أخرى | Other Taxes,Column_4,Unknown,Column_4,inferred_from_value_column
2899,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,ضرائب أخرى | Other Taxes,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2900,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Revenues,ضرائب أخرى | Other Taxes,الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2901,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,ضرائب أخرى | Other Taxes,Column_2,Unknown,Column_2,inferred_from_value_column
2902,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,ضرائب أخرى | Other Taxes,Column_3,Unknown,Column_3,inferred_from_value_column
2903,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,ضرائب أخرى | Other Taxes,Column_4,Unknown,Column_4,inferred_from_value_column
2904,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,ضرائب أخرى | Other Taxes,Column_2,Unknown,Column_2,inferred_from_value_column
2905,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,ضرائب أخرى | Other Taxes,Column_3,Unknown,Column_3,inferred_from_value_column
2906,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Revenues,ضرائب أخرى | Other Taxes,Column_4,Unknown,Column_4,inferred_from_value_column
2907,2023__82b22e496b__Quarterly_Budget__Performance_Report_Q2_2023.xlsx,Financing,فائض/(عجز) الفترة | Surplus/(Deficit),الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2908,2023__Q3__de70d89bb6__Q3-2023_Quarterly_Budget_Performance_Tables.xlsx,Financing,فائض/(عجز) الفترة | Surplus/(Deficit),الإجمالي,Unknown,الإجمالي,inferred_from_value_column
2909,Quarterly_Budget _Performance_Report_Q2_2023.xlsx,Financing,فائض/(عجز) الفترة | Surplus/(Deficit),الإجمالي,Unknown,الإجمالي,inferred_from_value_column
3504,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Debt,Unlabeled row,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
3505,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Debt,Unlabeled row,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
3506,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Debt,Unlabeled row,الدين العام,Unknown,الدين العام,inferred_from_value_column
3507,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Debt,Unlabeled row,Public Debt,Unknown,Public Debt,inferred_from_value_column
3508,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Debt,Unlabeled row,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
3509,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Debt,Unlabeled row,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
3510,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Debt,Unlabeled row,الدين العام,Unknown,الدين العام,inferred_from_value_column
3511,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Debt,Unlabeled row,Public Debt,Unknown,Public Debt,inferred_from_value_column
3512,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Debt,Unlabeled row,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
3513,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Debt,Unlabeled row,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
3514,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Debt,Unlabeled row,الدين العام,Unknown,الدين العام,inferred_from_value_column
3515,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Debt,Unlabeled row,Public Debt,Unknown,Public Debt,inferred_from_value_column
3516,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Debt,إطفاء سندات حكومية | Amortization of Government Bonds,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
3517,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Debt,إطفاء سندات حكومية | Amortization of Government Bonds,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
3518,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Debt,الإصدارات أو الاقتراض | Issuances or Borrowings,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
3519,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Debt,الإصدارات أو الاقتراض | Issuances or Borrowings,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
3520,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Debt,الإصدارات أو الاقتراض | Issuances or Borrowings,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
3521,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Debt,الإصدارات أو الاقتراض | Issuances or Borrowings,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
3522,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Debt,الإصدارات أو الاقتراض | Issuances or Borrowings,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
3523,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Debt,الإصدارات أو الاقتراض | Issuances or Borrowings,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
3524,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Debt,الرصيد آخر الفترة | End of Period Balance,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
3525,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Debt,الرصيد آخر الفترة | End of Period Balance,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
3526,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Debt,الرصيد آخر الفترة | End of Period Balance,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
3527,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Debt,الرصيد آخر الفترة | End of Period Balance,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
3528,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Debt,الرصيد آخر الفترة | End of Period Balance,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
3529,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Debt,الرصيد آخر الفترة | End of Period Balance,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
3530,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Debt,الرصيد أول الفترة | Beginning of Period Balance,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
3531,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Debt,الرصيد أول الفترة | Beginning of Period Balance,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
3532,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Debt,الرصيد أول الفترة | Beginning of Period Balance,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
3533,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Debt,سداد أصل الدين | Principal Repayment,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
3534,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Debt,سداد أصل الدين | Principal Repayment,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
3535,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Debt,سداد أصل الدين | Principal Repayment,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
3536,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Debt,سداد أصل الدين | Principal Repayment,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
3537,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Debt,سداد أصل الدين | Principal Repayment,الدين الداخلي Domestic Debt,Unknown,الدين الداخلي Domestic Debt,inferred_from_value_column
3538,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Debt,سداد أصل الدين | Principal Repayment,الدين الخارجي External Debt,Unknown,الدين الخارجي External Debt,inferred_from_value_column
3539,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,Spending Until H1 2023,Total,Unknown,Total,inferred_from_value_column
3540,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,Unlabeled row,Total,Unknown,Total,inferred_from_value_column
3541,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,Unlabeled row,Total,Unknown,Total,inferred_from_value_column
3542,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,Unlabeled row,Column_3,Unknown,Column_3,inferred_from_value_column
3543,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,Unlabeled row,Column_4,Unknown,Column_4,inferred_from_value_column
3544,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,Unlabeled row,Column_2,Unknown,Column_2,inferred_from_value_column
3545,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,Unlabeled row,Column_3,Unknown,Column_3,inferred_from_value_column
3546,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,استخدام السلع والخدمات,Total,Unknown,Total,inferred_from_value_column
3547,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,استخدام السلع والخدمات,Total,Unknown,Total,inferred_from_value_column
3548,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,استخدام السلع والخدمات,Total,Unknown,Total,inferred_from_value_column
3549,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,استخدام السلع والخدمات,Total,Unknown,Total,inferred_from_value_column
3550,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,استخدام السلع والخدمات,Total,Unknown,Total,inferred_from_value_column
3551,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,استخدام السلع والخدمات,Column_2,Unknown,Column_2,inferred_from_value_column
3552,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,استخدام السلع والخدمات,Column_3,Unknown,Column_3,inferred_from_value_column
3553,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,استخدام السلع والخدمات,Column_4,Unknown,Column_4,inferred_from_value_column
3554,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,استخدام السلع والخدمات | Use of Goods and Services,Total,Unknown,Total,inferred_from_value_column
3555,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,استخدام السلع والخدمات | Use of Goods and Services,Total,Unknown,Total,inferred_from_value_column
3556,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,استخدام السلع والخدمات | Use of Goods and Services,Total,Unknown,Total,inferred_from_value_column
3557,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,استخدام السلع والخدمات | Use of Goods and Services,Total,Unknown,Total,inferred_from_value_column
3558,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,اسم القطاع | Sector,Total,Unknown,Total,inferred_from_value_column
3559,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,اسم القطاع | Sector,Total,Unknown,Total,inferred_from_value_column
3560,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,اسم القطاع | Sector,Column_2,Unknown,Column_2,inferred_from_value_column
3561,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,اسم القطاع | Sector,Column_3,Unknown,Column_3,inferred_from_value_column
3562,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,اسم القطاع | المنصرف للنصف الأول 2023م | Sector,Total,Unknown,Total,inferred_from_value_column
3563,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الأصول غير المالية (رأسمالي),Total,Unknown,Total,inferred_from_value_column
3564,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الأصول غير المالية (رأسمالي),Total,Unknown,Total,inferred_from_value_column
3565,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الأصول غير المالية (رأسمالي),Total,Unknown,Total,inferred_from_value_column
3566,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,الأصول غير المالية (رأسمالي),Total,Unknown,Total,inferred_from_value_column
3567,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,الأصول غير المالية (رأسمالي),Total,Unknown,Total,inferred_from_value_column
3568,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الأصول غير المالية (رأسمالي),Column_2,Unknown,Column_2,inferred_from_value_column
3569,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الأصول غير المالية (رأسمالي),Column_3,Unknown,Column_3,inferred_from_value_column
3570,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الأصول غير المالية (رأسمالي),Column_4,Unknown,Column_4,inferred_from_value_column
3571,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,الأصول غير المالية (رأسمالي) | Non-financial Assets (CAPEX),Total,Unknown,Total,inferred_from_value_column
3572,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الأصول غير المالية (رأسمالي) | Non-financial Assets (CAPEX),Total,Unknown,Total,inferred_from_value_column
3573,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الأصول غير المالية (رأسمالي) | Non-financial Assets (CAPEX),Total,Unknown,Total,inferred_from_value_column
3574,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الأصول غير المالية (رأسمالي) | Non-financial Assets (CAPEX),Total,Unknown,Total,inferred_from_value_column
3575,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الأمن والمناطق الإدارية | 54482.0435104 | Security and Regional Administration,Total,Unknown,Total,inferred_from_value_column
3576,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الأمن والمناطق الإدارية | 54482.0435104 | Security and Regional Administration,Column_6,Unknown,Column_6,inferred_from_value_column
3577,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الأمن والمناطق الإدارية | Security and Regional Administration,Total,Unknown,Total,inferred_from_value_column
3578,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,الأمن والمناطق الإدارية | Security and Regional Administration,Total,Unknown,Total,inferred_from_value_column
3579,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الأمن والمناطق الإدارية | Security and Regional Administration,Column_2,Unknown,Column_2,inferred_from_value_column
3580,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الأمن والمناطق الإدارية | Security and Regional Administration,Column_3,Unknown,Column_3,inferred_from_value_column
3581,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الأمن والمناطق الإدارية | Security and Regional Administration,Column_4,Unknown,Column_4,inferred_from_value_column
3582,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الأمن والمناطق الإدارية | Security and Regional Administration,Column_6,Unknown,Column_6,inferred_from_value_column
3583,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الإجمالـــــــــــي,Total,Unknown,Total,inferred_from_value_column
3584,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الإجمالـــــــــــي,Total,Unknown,Total,inferred_from_value_column
3585,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,الإجمالـــــــــــي,Total,Unknown,Total,inferred_from_value_column
3586,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,الإجمالـــــــــــي,Total,Unknown,Total,inferred_from_value_column
3587,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإجمالـــــــــــي,Column_2,Unknown,Column_2,inferred_from_value_column
3588,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإجمالـــــــــــي,Column_3,Unknown,Column_3,inferred_from_value_column
3589,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإجمالـــــــــــي,Column_4,Unknown,Column_4,inferred_from_value_column
3590,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإجمالـــــــــــي | 603945.8719522825 | Total,Total,Unknown,Total,inferred_from_value_column
3591,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإجمالـــــــــــي | 603945.8719522825 | Total,Column_6,Unknown,Column_6,inferred_from_value_column
3592,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الإجمالـــــــــــي | Total,Total,Unknown,Total,inferred_from_value_column
3593,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,الإجمالـــــــــــي | Total,Total,Unknown,Total,inferred_from_value_column
3594,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإجمالـــــــــــي | Total,Total,Unknown,Total,inferred_from_value_column
3595,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإجمالـــــــــــي | Total,Total,Unknown,Total,inferred_from_value_column
3596,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإجمالـــــــــــي | Total,Column_2,Unknown,Column_2,inferred_from_value_column
3597,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإجمالـــــــــــي | Total,Column_3,Unknown,Column_3,inferred_from_value_column
3598,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإجمالـــــــــــي | Total,Column_4,Unknown,Column_4,inferred_from_value_column
3599,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإجمالـــــــــــي | Total,Column_6,Unknown,Column_6,inferred_from_value_column
3600,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الإجمالي,Total,Unknown,Total,inferred_from_value_column
3601,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,الإجمالي | Total,Total,Unknown,Total,inferred_from_value_column
3602,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإجمالي | Total,Total,Unknown,Total,inferred_from_value_column
3603,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإدارة العامة | 21682.808042535005 | Public Administration,Total,Unknown,Total,inferred_from_value_column
3604,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإدارة العامة | 21682.808042535005 | Public Administration,Column_6,Unknown,Column_6,inferred_from_value_column
3605,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الإدارة العامة | Public Administration,Total,Unknown,Total,inferred_from_value_column
3606,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,الإدارة العامة | Public Administration,Total,Unknown,Total,inferred_from_value_column
3607,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإدارة العامة | Public Administration,Column_2,Unknown,Column_2,inferred_from_value_column
3608,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإدارة العامة | Public Administration,Column_3,Unknown,Column_3,inferred_from_value_column
3609,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإدارة العامة | Public Administration,Column_4,Unknown,Column_4,inferred_from_value_column
3610,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإدارة العامة | Public Administration,Column_6,Unknown,Column_6,inferred_from_value_column
3611,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الإعانات,Total,Unknown,Total,inferred_from_value_column
3612,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الإعانات,Total,Unknown,Total,inferred_from_value_column
3613,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,الإعانات,Total,Unknown,Total,inferred_from_value_column
3614,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,الإعانات,Total,Unknown,Total,inferred_from_value_column
3615,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,الإعانات,Total,Unknown,Total,inferred_from_value_column
3616,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإعانات,Column_2,Unknown,Column_2,inferred_from_value_column
3617,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإعانات,Column_3,Unknown,Column_3,inferred_from_value_column
3618,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإعانات,Column_4,Unknown,Column_4,inferred_from_value_column
3619,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,الإعانات | Subsidies,Total,Unknown,Total,inferred_from_value_column
3620,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإعانات | Subsidies,Total,Unknown,Total,inferred_from_value_column
3621,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإعانات | Subsidies,Total,Unknown,Total,inferred_from_value_column
3622,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,الإعانات | Subsidies,Total,Unknown,Total,inferred_from_value_column
3623,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,البنود العامة | 103232.80316220001 | General Items,Total,Unknown,Total,inferred_from_value_column
3624,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,البنود العامة | 103232.80316220001 | General Items,Column_6,Unknown,Column_6,inferred_from_value_column
3625,2024__5b144da4bd__Quarterly_Budget_Performance_Report_Q3_2024.xlsx,Expenditures,البنود العامة | General Items,Total,Unknown,Total,inferred_from_value_column
3626,2024__d9033a1e15__Quarterly_Budget_Performance_Report_Q4_2024.xlsx,Expenditures,البنود العامة | General Items,Total,Unknown,Total,inferred_from_value_column
3627,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,البنود العامة | General Items,Column_2,Unknown,Column_2,inferred_from_value_column
3628,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,البنود العامة | General Items,Column_3,Unknown,Column_3,inferred_from_value_column
3629,2024__e516a48435__Quarterly_Budget_Performance_Report_Q2_2024-all.xlsx,Expenditures,البنود العامة | General Items,Column_4,Unknown,Column_4,inferred_from_value_column
