panel_observation_id,year,period,period_order,year_period_key,category,normalized_indicator,panel_entity,panel_fiscal_risk_score_0_100,panel_fiscal_anomaly_label,panel_multi_component_anomaly_label,panel_risk_level,panel_traceability_index_0_1,panel_interpretability_index_0_1,panel_interpretability_score_1_5,panel_audit_readiness_index_0_1,panel_governance_alignment_index_0_1,panel_risk_signal_completeness_0_1,panel_temporal_support_index_0_1,panel_decision_usability_index_0_1,panel_decision_usability_score_1_5
2022__q1__expenditure_total_expenditure_unlabeled_row,2022,Q1,1,2022__q1,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,13.197819342913858,0,0,low,0.1352233676975945,0.9533898305084746,4.813559322033898,1.0,0.6810146193721242,1.0,0.2857142857142857,0.6740694024945292,3.6962776099781167
2022__q2__expenditure_total_expenditure_unlabeled_row,2022,Q2,2,2022__q2,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,13.395462579343913,0,0,low,0.12285223367697594,0.9745762711864407,4.898305084745763,1.0,0.6840999767021958,1.0,1.0,0.8894349918457685,4.557739967383074
2022__q3__expenditure_total_expenditure_unlabeled_row,2022,Q3,3,2022__q3,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,13.367629277804078,0,0,low,0.12594501718213058,0.9872881355932204,4.9491525423728815,1.0,0.6896316034713728,1.0,1.0,0.8913710612149803,4.565484244859921
2022__q4__expenditure_total_expenditure_unlabeled_row,2022,Q4,4,2022__q4,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,15.234275384304544,0,0,moderate,0.003092783505154639,0.9872881355932204,4.9491525423728815,1.0,0.6466333216844312,1.0,1.0,0.8763216625895509,4.505286650358204
2022__end_year_annual__expenditure_total_expenditure_unlabeled_row,2022,End-Year/Annual,5,2022__end_year_annual,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,15.20574522592128,0,0,moderate,0.003092783505154639,1.0,5.0,1.0,0.6510824742268041,1.0,1.0,0.8778788659793815,4.511515463917526
2023__q1__expenditure_total_expenditure_unlabeled_row,2023,Q1,1,2023__q1,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,11.468877518257447,0,0,low,0.25189003436426116,1.0,5.0,1.0,0.7381615120274914,1.0,1.0,0.9083565292096221,4.633426116838488
2023__q2__expenditure_total_expenditure_unlabeled_row,2023,Q2,2,2023__q2,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,13.4068815264443,0,0,low,0.12285223367697594,1.0,5.0,1.0,0.6929982817869416,1.0,1.0,0.8925493986254296,4.570197594501718
2023__q3__expenditure_total_expenditure_unlabeled_row,2023,Q3,3,2023__q3,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,13.370795579557933,0,0,low,0.12594501718213058,1.0,5.0,1.0,0.6940807560137456,1.0,1.0,0.8929282646048109,4.571713058419244
2023__q4__expenditure_total_expenditure_unlabeled_row,2023,Q4,4,2023__q4,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,15.219246541912396,0,0,moderate,0.003092783505154639,1.0,5.0,1.0,0.6510824742268041,1.0,1.0,0.8778788659793815,4.511515463917526
2023__end_year_annual__expenditure_total_expenditure_unlabeled_row,2023,End-Year/Annual,5,2023__end_year_annual,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,15.266202194871536,0,1,moderate,0.0,0.9957627118644068,4.983050847457627,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.507923728813559
2024__q1__expenditure_total_expenditure_unlabeled_row,2024,Q1,1,2024__q1,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,13.398249107945368,0,0,low,0.12285223367697594,1.0,5.0,1.0,0.6929982817869416,1.0,1.0,0.8925493986254296,4.570197594501718
2024__q2__expenditure_total_expenditure_unlabeled_row,2024,Q2,2,2024__q2,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,11.481460379901687,0,0,low,0.25189003436426116,1.0,5.0,1.0,0.7381615120274914,1.0,1.0,0.9083565292096221,4.633426116838488
2024__q3__expenditure_total_expenditure_unlabeled_row,2024,Q3,3,2024__q3,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,13.367781456540486,0,0,low,0.12594501718213058,1.0,5.0,1.0,0.6940807560137456,1.0,1.0,0.8929282646048109,4.571713058419244
2024__q4__expenditure_total_expenditure_unlabeled_row,2024,Q4,4,2024__q4,Expenditure,total_expenditure,expenditure_total_expenditure_unlabeled_row,15.212119010410255,0,0,moderate,0.003092783505154639,1.0,5.0,1.0,0.6510824742268041,1.0,1.0,0.8778788659793815,4.511515463917526
2022__q1__expenditure_total_expenditure_use_of_goods_and_services,2022,Q1,1,2022__q1,Expenditure,total_expenditure,expenditure_total_expenditure_use_of_goods_and_services,15.399796945047573,0,1,moderate,0.0,0.9491525423728814,4.796610169491526,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,3.6279418886198544
2022__q2__expenditure_total_expenditure_use_of_goods_and_services,2022,Q2,2,2022__q2,Expenditure,total_expenditure,expenditure_total_expenditure_use_of_goods_and_services,16.439054916824162,1,1,high,0.0,0.9703389830508474,4.881355932203389,1.0,0.6396186440677966,1.0,1.0,0.8738665254237288,4.495466101694915
2022__q3__expenditure_total_expenditure_use_of_goods_and_services,2022,Q3,3,2022__q3,Expenditure,total_expenditure,expenditure_total_expenditure_use_of_goods_and_services,15.555291759778672,0,0,moderate,0.0,0.9830508474576272,4.932203389830509,1.0,0.6440677966101696,1.0,1.0,0.8754237288135593,4.501694915254237
2022__q4__expenditure_total_expenditure_use_of_goods_and_services,2022,Q4,4,2022__q4,Expenditure,total_expenditure,expenditure_total_expenditure_use_of_goods_and_services,18.572662018898694,1,1,high,0.003092783505154639,0.9872881355932204,4.9491525423728815,1.0,0.6466333216844312,1.0,1.0,0.8763216625895509,4.505286650358204
2022__end_year_annual__expenditure_total_expenditure_use_of_goods_and_services,2022,End-Year/Annual,5,2022__end_year_annual,Expenditure,total_expenditure,expenditure_total_expenditure_use_of_goods_and_services,18.261919439720455,1,1,high,0.015463917525773195,1.0,5.0,1.0,0.6554123711340205,1.0,1.0,0.8793943298969071,4.5175773195876285
2023__q1__expenditure_total_expenditure_use_of_goods_and_services,2023,Q1,1,2023__q1,Expenditure,total_expenditure,expenditure_total_expenditure_use_of_goods_and_services,16.679089229831884,1,1,high,0.0,0.9957627118644068,4.983050847457627,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.507923728813559
2023__q2__expenditure_total_expenditure_use_of_goods_and_services,2023,Q2,2,2023__q2,Expenditure,total_expenditure,expenditure_total_expenditure_use_of_goods_and_services,14.034147497868627,0,0,low,0.1352233676975945,1.0,5.0,1.0,0.6973281786941581,1.0,1.0,0.8940648625429553,4.576259450171821
2023__q3__expenditure_total_expenditure_use_of_goods_and_services,2023,Q3,3,2023__q3,Expenditure,total_expenditure,expenditure_total_expenditure_use_of_goods_and_services,15.563129938852066,0,0,moderate,0.0,0.9957627118644068,4.983050847457627,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.507923728813559
2023__q4__expenditure_total_expenditure_use_of_goods_and_services,2023,Q4,4,2023__q4,Expenditure,total_expenditure,expenditure_total_expenditure_use_of_goods_and_services,17.16183790593354,1,1,high,0.1197594501718213,1.0,5.0,1.0,0.6919158075601375,1.0,1.0,0.8921705326460481,4.568682130584192
2023__end_year_annual__expenditure_total_expenditure_use_of_goods_and_services,2023,End-Year/Annual,5,2023__end_year_annual,Expenditure,total_expenditure,expenditure_total_expenditure_use_of_goods_and_services,18.837529916036903,1,1,high,0.0,0.9957627118644068,4.983050847457627,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.507923728813559
2024__q1__expenditure_total_expenditure_use_of_goods_and_services,2024,Q1,1,2024__q1,Expenditure,total_expenditure,expenditure_total_expenditure_use_of_goods_and_services,19.84290142962054,1,1,high,0.12285223367697594,1.0,5.0,1.0,0.6929982817869416,1.0,1.0,0.8925493986254296,4.570197594501718
2024__q2__expenditure_total_expenditure_use_of_goods_and_services,2024,Q2,2,2024__q2,Expenditure,total_expenditure,expenditure_total_expenditure_use_of_goods_and_services,14.621687858840968,0,0,low,0.1290378006872852,1.0,5.0,1.0,0.6951632302405497,1.0,1.0,0.8933071305841924,4.57322852233677
2024__q3__expenditure_total_expenditure_use_of_goods_and_services,2024,Q3,3,2024__q3,Expenditure,total_expenditure,expenditure_total_expenditure_use_of_goods_and_services,16.604495781800168,1,1,high,0.0,0.9957627118644068,4.983050847457627,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.507923728813559
2024__q4__expenditure_total_expenditure_use_of_goods_and_services,2024,Q4,4,2024__q4,Expenditure,total_expenditure,expenditure_total_expenditure_use_of_goods_and_services,18.299855523085363,1,1,high,0.003092783505154639,1.0,5.0,1.0,0.6510824742268041,1.0,1.0,0.8778788659793815,4.511515463917526
2023__q2__non_oil_revenue_non_oil_revenue_102338_764773147_non_oil_revenues,2023,Q2,2,2023__q2,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_102338_764773147_non_oil_revenues,16.091836143180714,0,1,high,0.0,0.9491525423728814,4.796610169491526,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,3.6279418886198544
2023__q3__non_oil_revenue_non_oil_revenue_102338_764773147_non_oil_revenues,2023,Q3,3,2023__q3,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_102338_764773147_non_oil_revenues,18.128681571422046,1,1,high,0.12285223367697594,0.9745762711864407,4.898305084745763,1.0,0.6840999767021958,1.0,1.0,0.8894349918457685,4.557739967383074
2024__q2__non_oil_revenue_non_oil_revenue_111511_75445118701_non_oil_revenues,2024,Q2,2,2024__q2,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_111511_75445118701_non_oil_revenues,15.676746351983311,0,1,moderate,0.0,0.9491525423728814,4.796610169491526,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,3.6279418886198544
2024__q3__non_oil_revenue_non_oil_revenue_111511_75445118701_non_oil_revenues,2024,Q3,3,2024__q3,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_111511_75445118701_non_oil_revenues,15.952838715392161,0,0,high,0.0,0.9703389830508474,4.881355932203389,1.0,0.6396186440677966,1.0,1.0,0.8738665254237288,4.495466101694915
2024__q4__non_oil_revenue_non_oil_revenue_111511_75445118701_non_oil_revenues,2024,Q4,4,2024__q4,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_111511_75445118701_non_oil_revenues,20.615295308255288,1,1,high,0.003092783505154639,0.9872881355932204,4.9491525423728815,1.0,0.6466333216844312,1.0,1.0,0.8763216625895509,4.505286650358204
2022__q1__non_oil_revenue_non_oil_revenue_120000_5_non_oil_revenues,2022,Q1,1,2022__q1,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_120000_5_non_oil_revenues,16.674784303397715,1,1,high,0.0,0.9491525423728814,4.796610169491526,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,3.6279418886198544
2022__q3__non_oil_revenue_non_oil_revenue_120000_5_non_oil_revenues,2022,Q3,3,2022__q3,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_120000_5_non_oil_revenues,15.868137944351165,0,0,high,0.0,0.9703389830508474,4.881355932203389,1.0,0.6396186440677966,1.0,1.0,0.8738665254237288,4.495466101694915
2022__q4__non_oil_revenue_non_oil_revenue_120000_5_non_oil_revenues,2022,Q4,4,2022__q4,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_120000_5_non_oil_revenues,20.553642491158854,1,1,high,0.003092783505154639,0.9872881355932204,4.9491525423728815,1.0,0.6466333216844312,1.0,1.0,0.8763216625895509,4.505286650358204
2023__q1__non_oil_revenue_non_oil_revenue_135083_12795419604_non_oil_revenues,2023,Q1,1,2023__q1,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_135083_12795419604_non_oil_revenues,16.843377506491482,1,1,high,0.0,0.9491525423728814,4.796610169491526,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,3.6279418886198544
2023__q3__non_oil_revenue_non_oil_revenue_135083_12795419604_non_oil_revenues,2023,Q3,3,2023__q3,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_135083_12795419604_non_oil_revenues,15.675455032395211,0,0,moderate,0.0,0.9703389830508474,4.881355932203389,1.0,0.6396186440677966,1.0,1.0,0.8738665254237288,4.495466101694915
2023__q4__non_oil_revenue_non_oil_revenue_135083_12795419604_non_oil_revenues,2023,Q4,4,2023__q4,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_135083_12795419604_non_oil_revenues,18.382353425640147,1,1,high,0.1197594501718213,0.9872881355932204,4.9491525423728815,1.0,0.6874666550177646,1.0,1.0,0.8906133292562175,4.56245331702487
2023__end_year_annual__non_oil_revenue_non_oil_revenue_135083_12795419604_non_oil_revenues,2023,End-Year/Annual,5,2023__end_year_annual,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_135083_12795419604_non_oil_revenues,21.444874174037636,1,1,high,0.0,0.9830508474576272,4.932203389830509,1.0,0.6440677966101696,1.0,1.0,0.8754237288135593,4.501694915254237
2022__q2__non_oil_revenue_non_oil_revenue_94259_89162155999_non_oil_revenues,2022,Q2,2,2022__q2,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_94259_89162155999_non_oil_revenues,16.228678283182774,0,1,high,0.0,0.9491525423728814,4.796610169491526,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,3.6279418886198544
2022__q3__non_oil_revenue_non_oil_revenue_94259_89162155999_non_oil_revenues,2022,Q3,3,2022__q3,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_94259_89162155999_non_oil_revenues,17.67223074602183,1,1,high,0.003092783505154639,0.9745762711864407,4.898305084745763,1.0,0.6421841691420583,1.0,1.0,0.8747644591997203,4.499057836798881
2022__q1__non_oil_revenue_non_oil_revenue_non_oil_revenues,2022,Q1,1,2022__q1,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_non_oil_revenues,15.89919154002619,0,0,high,0.006185567010309278,0.9533898305084746,4.813559322033898,1.0,0.6358513891315744,1.0,0.2857142857142857,0.6582622719103367,3.633049087641347
2022__q2__non_oil_revenue_non_oil_revenue_non_oil_revenues,2022,Q2,2,2022__q2,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_non_oil_revenues,20.73916868154646,1,1,high,0.003092783505154639,0.9745762711864407,4.898305084745763,1.0,0.6421841691420583,1.0,1.0,0.8747644591997203,4.499057836798881
2022__q3__non_oil_revenue_non_oil_revenue_non_oil_revenues,2022,Q3,3,2022__q3,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_non_oil_revenues,15.603499207941212,0,1,moderate,0.13213058419243984,0.9872881355932204,4.9491525423728815,1.0,0.691796551924981,1.0,1.0,0.8921287931737434,4.5685151726949735
2022__q4__non_oil_revenue_non_oil_revenue_non_oil_revenues,2022,Q4,4,2022__q4,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_non_oil_revenues,15.913445335790325,0,0,high,0.009278350515463918,0.9872881355932204,4.9491525423728815,1.0,0.6487982701380395,1.0,1.0,0.8770793945483137,4.508317578193255
2022__end_year_annual__non_oil_revenue_non_oil_revenue_non_oil_revenues,2022,End-Year/Annual,5,2022__end_year_annual,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_non_oil_revenues,16.520180033712855,1,0,high,0.015463917525773195,1.0,5.0,1.0,0.6554123711340205,1.0,1.0,0.8793943298969071,4.5175773195876285
2023__q1__non_oil_revenue_non_oil_revenue_non_oil_revenues,2023,Q1,1,2023__q1,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_non_oil_revenues,17.18980012361389,1,1,high,0.006185567010309278,1.0,5.0,1.0,0.6521649484536083,1.0,1.0,0.8782577319587628,4.513030927835051
2023__q2__non_oil_revenue_non_oil_revenue_non_oil_revenues,2023,Q2,2,2023__q2,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_non_oil_revenues,15.621529719526523,0,1,moderate,0.13831615120274912,1.0,5.0,1.0,0.6984106529209622,1.0,1.0,0.8944437285223368,4.577774914089347
2023__q3__non_oil_revenue_non_oil_revenue_non_oil_revenues,2023,Q3,3,2023__q3,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_non_oil_revenues,12.171775250239318,0,0,low,0.2549828178694158,1.0,5.0,1.0,0.7392439862542954,1.0,1.0,0.9087353951890034,4.6349415807560135
2023__q4__non_oil_revenue_non_oil_revenue_non_oil_revenues,2023,Q4,4,2023__q4,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_non_oil_revenues,14.096611660998978,0,0,low,0.12594501718213058,1.0,5.0,1.0,0.6940807560137456,1.0,1.0,0.8929282646048109,4.571713058419244
2023__end_year_annual__non_oil_revenue_non_oil_revenue_non_oil_revenues,2023,End-Year/Annual,5,2023__end_year_annual,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_non_oil_revenues,18.590693231168014,1,1,high,0.003092783505154639,1.0,5.0,1.0,0.6510824742268041,1.0,1.0,0.8778788659793815,4.511515463917526
2024__q1__non_oil_revenue_non_oil_revenue_non_oil_revenues,2024,Q1,1,2024__q1,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_non_oil_revenues,38.4687354311663,1,1,high,0.1290378006872852,1.0,5.0,1.0,0.6951632302405497,1.0,1.0,0.8933071305841924,4.57322852233677
2024__q2__non_oil_revenue_non_oil_revenue_non_oil_revenues,2024,Q2,2,2024__q2,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_non_oil_revenues,13.295973342233628,0,1,low,0.2580756013745704,1.0,5.0,1.0,0.7403264604810996,1.0,1.0,0.9091142611683849,4.63645704467354
2024__q3__non_oil_revenue_non_oil_revenue_non_oil_revenues,2024,Q3,3,2024__q3,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_non_oil_revenues,14.960540714025289,0,1,low,0.13213058419243984,1.0,5.0,1.0,0.6962457044673539,1.0,1.0,0.8936859965635737,4.574743986254295
2024__q4__non_oil_revenue_non_oil_revenue_non_oil_revenues,2024,Q4,4,2024__q4,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_non_oil_revenues,19.725394329581857,1,1,high,0.003092783505154639,1.0,5.0,1.0,0.6510824742268041,1.0,1.0,0.8778788659793815,4.511515463917526
2024__q1__non_oil_revenue_non_oil_revenue_unknown,2024,Q1,1,2024__q1,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_unknown,16.888281591920663,1,1,high,0.0,0.9491525423728814,4.796610169491526,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,3.6279418886198544
2024__q2__non_oil_revenue_non_oil_revenue_unknown,2024,Q2,2,2024__q2,Non-oil revenue,non_oil_revenue,non_oil_revenue_non_oil_revenue_unknown,18.239671248171405,1,1,high,0.003092783505154639,0.9745762711864407,4.898305084745763,1.0,0.6421841691420583,1.0,1.0,0.8747644591997203,4.499057836798881
2023__q2__oil_revenue_oil_revenue_178605_46071_oil_revenues,2023,Q2,2,2023__q2,Oil revenue,oil_revenue,oil_revenue_oil_revenue_178605_46071_oil_revenues,16.537007693360056,1,1,high,0.0,0.9491525423728814,4.796610169491526,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,3.6279418886198544
2023__q3__oil_revenue_oil_revenue_178605_46071_oil_revenues,2023,Q3,3,2023__q3,Oil revenue,oil_revenue,oil_revenue_oil_revenue_178605_46071_oil_revenues,20.735397342711625,1,1,high,0.12285223367697594,0.9745762711864407,4.898305084745763,1.0,0.6840999767021958,1.0,1.0,0.8894349918457685,4.557739967383074
2023__q1__oil_revenue_oil_revenue_179739_739495987_oil_revenues,2023,Q1,1,2023__q1,Oil revenue,oil_revenue,oil_revenue_oil_revenue_179739_739495987_oil_revenues,18.40322180009777,1,1,high,0.0,0.9491525423728814,4.796610169491526,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,3.6279418886198544
2023__q3__oil_revenue_oil_revenue_179739_739495987_oil_revenues,2023,Q3,3,2023__q3,Oil revenue,oil_revenue,oil_revenue_oil_revenue_179739_739495987_oil_revenues,16.487228514921213,1,1,high,0.0,0.9703389830508474,4.881355932203389,1.0,0.6396186440677966,1.0,1.0,0.8738665254237288,4.495466101694915
2023__q4__oil_revenue_oil_revenue_179739_739495987_oil_revenues,2023,Q4,4,2023__q4,Oil revenue,oil_revenue,oil_revenue_oil_revenue_179739_739495987_oil_revenues,23.705225159493224,1,1,high,0.1197594501718213,0.9872881355932204,4.9491525423728815,1.0,0.6874666550177646,1.0,1.0,0.8906133292562175,4.56245331702487
2023__end_year_annual__oil_revenue_oil_revenue_179739_739495987_oil_revenues,2023,End-Year/Annual,5,2023__end_year_annual,Oil revenue,oil_revenue,oil_revenue_oil_revenue_179739_739495987_oil_revenues,25.237836375800775,1,1,high,0.0,0.9830508474576272,4.932203389830509,1.0,0.6440677966101696,1.0,1.0,0.8754237288135593,4.501694915254237
2024__q2__oil_revenue_oil_revenue_181921_609316625_oil_revenues,2024,Q2,2,2024__q2,Oil revenue,oil_revenue,oil_revenue_oil_revenue_181921_609316625_oil_revenues,16.160705725310432,0,1,high,0.0,0.9491525423728814,4.796610169491526,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,3.6279418886198544
2024__q3__oil_revenue_oil_revenue_181921_609316625_oil_revenues,2024,Q3,3,2024__q3,Oil revenue,oil_revenue,oil_revenue_oil_revenue_181921_609316625_oil_revenues,16.33318929014304,0,1,high,0.0,0.9703389830508474,4.881355932203389,1.0,0.6396186440677966,1.0,1.0,0.8738665254237288,4.495466101694915
2024__q4__oil_revenue_oil_revenue_181921_609316625_oil_revenues,2024,Q4,4,2024__q4,Oil revenue,oil_revenue,oil_revenue_oil_revenue_181921_609316625_oil_revenues,22.924735155009024,1,1,high,0.003092783505154639,0.9872881355932204,4.9491525423728815,1.0,0.6466333216844312,1.0,1.0,0.8763216625895509,4.505286650358204
2022__q2__oil_revenue_oil_revenue_183698_755811325_oil_revenues,2022,Q2,2,2022__q2,Oil revenue,oil_revenue,oil_revenue_oil_revenue_183698_755811325_oil_revenues,17.834767240019307,1,1,high,0.0,0.9491525423728814,4.796610169491526,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,3.6279418886198544
2022__q3__oil_revenue_oil_revenue_183698_755811325_oil_revenues,2022,Q3,3,2022__q3,Oil revenue,oil_revenue,oil_revenue_oil_revenue_183698_755811325_oil_revenues,23.321240852480692,1,1,high,0.003092783505154639,0.9745762711864407,4.898305084745763,1.0,0.6421841691420583,1.0,1.0,0.8747644591997203,4.499057836798881
2022__q1__oil_revenue_oil_revenue_250364_oil_revenues,2022,Q1,1,2022__q1,Oil revenue,oil_revenue,oil_revenue_oil_revenue_250364_oil_revenues,18.50090671930385,1,1,high,0.0,0.9491525423728814,4.796610169491526,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,3.6279418886198544
2022__q3__oil_revenue_oil_revenue_250364_oil_revenues,2022,Q3,3,2022__q3,Oil revenue,oil_revenue,oil_revenue_oil_revenue_250364_oil_revenues,17.7142755808183,1,1,high,0.0,0.9703389830508474,4.881355932203389,1.0,0.6396186440677966,1.0,1.0,0.8738665254237288,4.495466101694915
2022__q4__oil_revenue_oil_revenue_250364_oil_revenues,2022,Q4,4,2022__q4,Oil revenue,oil_revenue,oil_revenue_oil_revenue_250364_oil_revenues,24.35094457765089,1,1,high,0.003092783505154639,0.9872881355932204,4.9491525423728815,1.0,0.6466333216844312,1.0,1.0,0.8763216625895509,4.505286650358204
2022__q1__oil_revenue_oil_revenue_oil_revenues,2022,Q1,1,2022__q1,Oil revenue,oil_revenue,oil_revenue_oil_revenue_oil_revenues,16.701226529584194,1,1,high,0.006185567010309278,0.9533898305084746,4.813559322033898,1.0,0.6358513891315744,1.0,0.2857142857142857,0.6582622719103367,3.633049087641347
2022__q2__oil_revenue_oil_revenue_oil_revenues,2022,Q2,2,2022__q2,Oil revenue,oil_revenue,oil_revenue_oil_revenue_oil_revenues,22.59944853391537,1,1,high,0.003092783505154639,0.9745762711864407,4.898305084745763,1.0,0.6421841691420583,1.0,1.0,0.8747644591997203,4.499057836798881
2022__q3__oil_revenue_oil_revenue_oil_revenues,2022,Q3,3,2022__q3,Oil revenue,oil_revenue,oil_revenue_oil_revenue_oil_revenues,15.930167073425139,0,1,high,0.13213058419243984,0.9872881355932204,4.9491525423728815,1.0,0.691796551924981,1.0,1.0,0.8921287931737434,4.5685151726949735
2022__q4__oil_revenue_oil_revenue_oil_revenues,2022,Q4,4,2022__q4,Oil revenue,oil_revenue,oil_revenue_oil_revenue_oil_revenues,16.649952245390722,1,1,high,0.009278350515463918,0.9872881355932204,4.9491525423728815,1.0,0.6487982701380395,1.0,1.0,0.8770793945483137,4.508317578193255
2022__end_year_annual__oil_revenue_oil_revenue_oil_revenues,2022,End-Year/Annual,5,2022__end_year_annual,Oil revenue,oil_revenue,oil_revenue_oil_revenue_oil_revenues,18.47976981591831,1,1,high,0.015463917525773195,1.0,5.0,1.0,0.6554123711340205,1.0,1.0,0.8793943298969071,4.5175773195876285
2023__q1__oil_revenue_oil_revenue_oil_revenues,2023,Q1,1,2023__q1,Oil revenue,oil_revenue,oil_revenue_oil_revenue_oil_revenues,18.952119709800506,1,1,high,0.006185567010309278,1.0,5.0,1.0,0.6521649484536083,1.0,1.0,0.8782577319587628,4.513030927835051
2023__q2__oil_revenue_oil_revenue_oil_revenues,2023,Q2,2,2023__q2,Oil revenue,oil_revenue,oil_revenue_oil_revenue_oil_revenues,18.761676644673436,1,1,high,0.13831615120274912,1.0,5.0,1.0,0.6984106529209622,1.0,1.0,0.8944437285223368,4.577774914089347
2023__q3__oil_revenue_oil_revenue_oil_revenues,2023,Q3,3,2023__q3,Oil revenue,oil_revenue,oil_revenue_oil_revenue_oil_revenues,13.845230064217585,0,1,low,0.2549828178694158,1.0,5.0,1.0,0.7392439862542954,1.0,1.0,0.9087353951890034,4.6349415807560135
2023__q4__oil_revenue_oil_revenue_oil_revenues,2023,Q4,4,2023__q4,Oil revenue,oil_revenue,oil_revenue_oil_revenue_oil_revenues,15.235113228797076,0,1,moderate,0.12594501718213058,1.0,5.0,1.0,0.6940807560137456,1.0,1.0,0.8929282646048109,4.571713058419244
2023__end_year_annual__oil_revenue_oil_revenue_oil_revenues,2023,End-Year/Annual,5,2023__end_year_annual,Oil revenue,oil_revenue,oil_revenue_oil_revenue_oil_revenues,21.254534935824392,1,1,high,0.003092783505154639,1.0,5.0,1.0,0.6510824742268041,1.0,1.0,0.8778788659793815,4.511515463917526
2024__q1__oil_revenue_oil_revenue_oil_revenues,2024,Q1,1,2024__q1,Oil revenue,oil_revenue,oil_revenue_oil_revenue_oil_revenues,26.968715207326365,1,1,high,0.1290378006872852,1.0,5.0,1.0,0.6951632302405497,1.0,1.0,0.8933071305841924,4.57322852233677
2024__q2__oil_revenue_oil_revenue_oil_revenues,2024,Q2,2,2024__q2,Oil revenue,oil_revenue,oil_revenue_oil_revenue_oil_revenues,14.316766990634383,0,1,low,0.2580756013745704,1.0,5.0,1.0,0.7403264604810996,1.0,1.0,0.9091142611683849,4.63645704467354
